Gen: 0, Best: 860.1, Mean: 3186.8997
Gen: 1, Best: 860.1, Mean: 3280.0269
Gen: 2, Best: 860.1, Mean: 3448.7407
Gen: 3, Best: 860.1, Mean: 3109.489
Gen: 4, Best: 860.1, Mean: 3295.2463
Gen: 5, Best: 713.8, Mean: 3167.1543
Gen: 6, Best: 559.7, Mean: 3210.4175
Gen: 7, Best: 559.7, Mean: 3287.8447
Gen: 8, Best: 559.7, Mean: 3274.0151
Gen: 9, Best: 559.7, Mean: 3132.2466
Gen: 10, Best: 420.9, Mean: 2971.0525
Gen: 11, Best: 420.9, Mean: 2968.443
Gen: 12, Best: 420.9, Mean: 2996.6326
Gen: 13, Best: 238, Mean: 3061.944
Gen: 14, Best: 238, Mean: 2975.114
Gen: 15, Best: 238, Mean: 2965.0942
Gen: 16, Best: 238, Mean: 2918.7886
Gen: 17, Best: 238, Mean: 2825.6772
Gen: 18, Best: 238, Mean: 2817.6953
Gen: 19, Best: 238, Mean: 2783.7874
Gen: 20, Best: 133.7, Mean: 2766.4536
Gen: 21, Best: 133.7, Mean: 2826.1162
Gen: 22, Best: 133.7, Mean: 2607.4475
Gen: 23, Best: 133.7, Mean: 2555.701
Gen: 24, Best: 133.7, Mean: 2806.392
Gen: 25, Best: 133.7, Mean: 2583.3772
Gen: 26, Best: 133.7, Mean: 2566.5957
Gen: 27, Best: 133.7, Mean: 2646.9739
Gen: 28, Best: 133.7, Mean: 2524.0444
Gen: 29, Best: 133.7, Mean: 2480.4707
Gen: 30, Best: 133.7, Mean: 2515.59
Gen: 31, Best: 133.7, Mean: 2299.6362
Gen: 32, Best: 133.7, Mean: 2358.4338
Gen: 33, Best: 133.7, Mean: 2490.8782
Gen: 34, Best: 133.7, Mean: 2432.1055
Gen: 35, Best: 133.7, Mean: 2333.9697
Gen: 36, Best: 133.7, Mean: 2377.2231
Gen: 37, Best: 133.7, Mean: 2282.2444
Gen: 38, Best: 133.7, Mean: 2352.5674
Gen: 39, Best: 133.7, Mean: 2312.5693
Gen: 40, Best: 133.7, Mean: 2416.2952
Gen: 41, Best: 133.7, Mean: 2181.3884
Gen: 42, Best: 133.7, Mean: 2282.8206
Gen: 43, Best: 133.7, Mean: 2295.9333
Gen: 44, Best: 133.7, Mean: 2361.3757
Gen: 45, Best: 133.7, Mean: 2254.2246
Gen: 46, Best: 123.9, Mean: 2218.2734
Gen: 47, Best: 123.9, Mean: 2374.9407
Gen: 48, Best: 123.9, Mean: 2222.3445
Gen: 49, Best: 123.9, Mean: 2285.236
Gen: 50, Best: 123.9, Mean: 2267.5518
Gen: 51, Best: 123.9, Mean: 2221.0757
Gen: 52, Best: 123.9, Mean: 2109.2095
Gen: 53, Best: 123.9, Mean: 2164.336
Gen: 54, Best: 123.9, Mean: 2073.2922
Gen: 55, Best: 123.9, Mean: 2125.2185
Gen: 56, Best: 123.9, Mean: 2136.2078
Gen: 57, Best: 111.3, Mean: 2025.2437
Gen: 58, Best: 111.3, Mean: 2064.3633
Gen: 59, Best: 111.3, Mean: 1955.1244
Gen: 60, Best: 111.3, Mean: 2016.1055
Gen: 61, Best: 102.3, Mean: 1936.0765
Gen: 62, Best: 96.6, Mean: 1988.2336
Gen: 63, Best: 96.6, Mean: 1941.0609
Gen: 64, Best: 96.6, Mean: 2018.2208
Gen: 65, Best: 96.6, Mean: 2039.111
Gen: 66, Best: 96.6, Mean: 2025.8811
Gen: 67, Best: 96.6, Mean: 1995.7953
Gen: 68, Best: 96.6, Mean: 2029.4458
Gen: 69, Best: 96.6, Mean: 1859.8627
Gen: 70, Best: 96.6, Mean: 1956.8075
Gen: 71, Best: 96.6, Mean: 1886.9106
Gen: 72, Best: 96.6, Mean: 1934.0046
Gen: 73, Best: 96.6, Mean: 1924.753
Gen: 74, Best: 96.6, Mean: 1883.7893
Gen: 75, Best: 96.6, Mean: 1879.6976
Gen: 76, Best: 96.6, Mean: 1864.1819
Gen: 77, Best: 96.6, Mean: 1805.0592
Gen: 78, Best: 96.6, Mean: 1791.1228
Gen: 79, Best: 96.6, Mean: 1778.7285
Gen: 80, Best: 91.9, Mean: 1745.4623
Gen: 81, Best: 91.9, Mean: 1685.967
Gen: 82, Best: 91.9, Mean: 1821.8965
Gen: 83, Best: 91.9, Mean: 1773.7927
Gen: 84, Best: 91.9, Mean: 1701.8738
Gen: 85, Best: 91.9, Mean: 1807.4933
Gen: 86, Best: 91.9, Mean: 1820.9464
Gen: 87, Best: 91.9, Mean: 1731.2476
Gen: 88, Best: 91.9, Mean: 1767.4829
Gen: 89, Best: 91.9, Mean: 1782.1864
Gen: 90, Best: 91.9, Mean: 1716.0118
Gen: 91, Best: 91.9, Mean: 1714.6273
Gen: 92, Best: 91.9, Mean: 1693.8699
Gen: 93, Best: 91.9, Mean: 1709.1194
Gen: 94, Best: 91.9, Mean: 1724.9012
Gen: 95, Best: 91.9, Mean: 1773.4006
Gen: 96, Best: 91.9, Mean: 1731.7766
Gen: 97, Best: 91.9, Mean: 1750.8256
Gen: 98, Best: 91.9, Mean: 1739.0457
Gen: 99, Best: 91.9, Mean: 1783.6104
Gen: 100, Best: 91.9, Mean: 1695.1334
