Gen: 0, Best: 79.9, Mean: 726.3816
Gen: 1, Best: 79.9, Mean: 611.58453
Gen: 2, Best: 79.9, Mean: 606.92645
Gen: 3, Best: 77.6, Mean: 607.8384
Gen: 4, Best: 66.3, Mean: 612.1586
Gen: 5, Best: 66.3, Mean: 628.24963
Gen: 6, Best: 66.3, Mean: 688.5982
Gen: 7, Best: 66.3, Mean: 613.3221
Gen: 8, Best: 65.1, Mean: 600.0906
Gen: 9, Best: 65.1, Mean: 625.3052
Gen: 10, Best: 53.8, Mean: 633.67163
Gen: 11, Best: 53.8, Mean: 564.8578
Gen: 12, Best: 53.8, Mean: 610.77167
Gen: 13, Best: 47.6, Mean: 619.2752
Gen: 14, Best: 47.6, Mean: 575.8012
Gen: 15, Best: 47.6, Mean: 613.1726
Gen: 16, Best: 47.6, Mean: 633.9005
Gen: 17, Best: 47.6, Mean: 592.33527
Gen: 18, Best: 47.6, Mean: 591.2687
Gen: 19, Best: 47.6, Mean: 545.0667
Gen: 20, Best: 47.6, Mean: 589.34265
Gen: 21, Best: 47.6, Mean: 556.79395
Gen: 22, Best: 47.6, Mean: 559.374
Gen: 23, Best: 47.6, Mean: 537.4433
Gen: 24, Best: 47.6, Mean: 580.302
Gen: 25, Best: 47.6, Mean: 530.8245
Gen: 26, Best: 47.6, Mean: 586.64954
Gen: 27, Best: 47.6, Mean: 551.2354
Gen: 28, Best: 47.6, Mean: 513.4711
Gen: 29, Best: 47.6, Mean: 519.0607
Gen: 30, Best: 47.6, Mean: 515.5852
Gen: 31, Best: 47.6, Mean: 574.709
Gen: 32, Best: 47.6, Mean: 516.0146
Gen: 33, Best: 47.6, Mean: 554.42883
Gen: 34, Best: 47.4, Mean: 473.82675
Gen: 35, Best: 47.4, Mean: 501.60486
Gen: 36, Best: 47.4, Mean: 488.9653
Gen: 37, Best: 47.4, Mean: 502.06525
Gen: 38, Best: 47.4, Mean: 470.97952
Gen: 39, Best: 47.4, Mean: 486.82202
Gen: 40, Best: 47.4, Mean: 469.46066
Gen: 41, Best: 47.4, Mean: 465.96213
Gen: 42, Best: 47.4, Mean: 466.78497
Gen: 43, Best: 47.4, Mean: 439.5741
Gen: 44, Best: 47.4, Mean: 498.7636
Gen: 45, Best: 47.4, Mean: 453.4744
Gen: 46, Best: 47.4, Mean: 460.7915
Gen: 47, Best: 47.4, Mean: 431.50003
Gen: 48, Best: 47.4, Mean: 434.9697
Gen: 49, Best: 47.4, Mean: 411.44037
Gen: 50, Best: 47.4, Mean: 441.1547
Gen: 51, Best: 37.7, Mean: 430.9165
Gen: 52, Best: 37.7, Mean: 408.48364
Gen: 53, Best: 37.7, Mean: 429.79895
Gen: 54, Best: 37.7, Mean: 479.12177
Gen: 55, Best: 37.7, Mean: 443.01096
Gen: 56, Best: 37.7, Mean: 431.18716
Gen: 57, Best: 37.7, Mean: 426.63492
Gen: 58, Best: 37.7, Mean: 388.95175
Gen: 59, Best: 34.2, Mean: 362.04874
Gen: 60, Best: 34.2, Mean: 406.77872
Gen: 61, Best: 34.2, Mean: 401.2061
Gen: 62, Best: 34.2, Mean: 417.0134
Gen: 63, Best: 34.2, Mean: 407.51495
Gen: 64, Best: 34.2, Mean: 390.50906
Gen: 65, Best: 34.2, Mean: 399.6492
Gen: 66, Best: 34.2, Mean: 358.18008
Gen: 67, Best: 34.2, Mean: 390.61395
Gen: 68, Best: 34.2, Mean: 406.9886
Gen: 69, Best: 34.2, Mean: 367.80942
Gen: 70, Best: 34.2, Mean: 388.88654
Gen: 71, Best: 34.2, Mean: 414.81595
Gen: 72, Best: 34.2, Mean: 355.81195
Gen: 73, Best: 34.2, Mean: 386.27557
Gen: 74, Best: 34.2, Mean: 375.47568
Gen: 75, Best: 34.2, Mean: 382.44513
Gen: 76, Best: 33.6, Mean: 354.6179
Gen: 77, Best: 33.6, Mean: 341.9029
Gen: 78, Best: 33.6, Mean: 346.5492
Gen: 79, Best: 33.6, Mean: 357.40555
Gen: 80, Best: 33.6, Mean: 358.1956
Gen: 81, Best: 33.6, Mean: 324.40945
Gen: 82, Best: 33.6, Mean: 362.53485
Gen: 83, Best: 33.6, Mean: 368.1037
Gen: 84, Best: 33.6, Mean: 348.8104
Gen: 85, Best: 33.6, Mean: 314.69897
Gen: 86, Best: 33.6, Mean: 370.481
Gen: 87, Best: 33.6, Mean: 321.9761
Gen: 88, Best: 33.6, Mean: 326.8313
Gen: 89, Best: 33.6, Mean: 313.41544
Gen: 90, Best: 33.6, Mean: 340.62192
Gen: 91, Best: 33.6, Mean: 320.47467
Gen: 92, Best: 33.6, Mean: 320.36755
Gen: 93, Best: 33.6, Mean: 334.1149
Gen: 94, Best: 33.6, Mean: 338.90594
Gen: 95, Best: 33.6, Mean: 335.5969
Gen: 96, Best: 33.6, Mean: 329.3075
Gen: 97, Best: 33.6, Mean: 314.8283
Gen: 98, Best: 33.6, Mean: 314.4568
Gen: 99, Best: 33.6, Mean: 316.22583
Gen: 100, Best: 33.6, Mean: 327.93292
