Gen: 0, Best: 6299, Mean: 17337.873
Gen: 1, Best: 6299, Mean: 17417.514
Gen: 2, Best: 6141.2, Mean: 17639.371
Gen: 3, Best: 6141.2, Mean: 17766.598
Gen: 4, Best: 6141.2, Mean: 17033.994
Gen: 5, Best: 6141.2, Mean: 17172.916
Gen: 6, Best: 6141.2, Mean: 18055.879
Gen: 7, Best: 5489.7, Mean: 17435.57
Gen: 8, Best: 5489.7, Mean: 17195.396
Gen: 9, Best: 5489.7, Mean: 17484.184
Gen: 10, Best: 5489.7, Mean: 16877.74
Gen: 11, Best: 5489.7, Mean: 17190.229
Gen: 12, Best: 5489.7, Mean: 17354.305
Gen: 13, Best: 4803.6, Mean: 17105.537
Gen: 14, Best: 4803.6, Mean: 17320.07
Gen: 15, Best: 4803.6, Mean: 17080.307
Gen: 16, Best: 4803.6, Mean: 16937.195
Gen: 17, Best: 3074.8, Mean: 16560.258
Gen: 18, Best: 3074.8, Mean: 16960.21
Gen: 19, Best: 3074.8, Mean: 16516.12
Gen: 20, Best: 3074.8, Mean: 16740.436
Gen: 21, Best: 3074.8, Mean: 16588.879
Gen: 22, Best: 3074.8, Mean: 17175.252
Gen: 23, Best: 3074.8, Mean: 16018.969
Gen: 24, Best: 3074.8, Mean: 16239.59
Gen: 25, Best: 3074.8, Mean: 15928.549
Gen: 26, Best: 3074.8, Mean: 16004.618
Gen: 27, Best: 3074.8, Mean: 15405.1045
Gen: 28, Best: 3074.8, Mean: 15872.419
Gen: 29, Best: 3074.8, Mean: 15577.614
Gen: 30, Best: 3074.8, Mean: 15516.038
Gen: 31, Best: 3074.8, Mean: 15832.862
Gen: 32, Best: 3074.8, Mean: 15295.449
Gen: 33, Best: 3074.8, Mean: 15083.102
Gen: 34, Best: 2185.5, Mean: 15146.183
Gen: 35, Best: 2185.5, Mean: 15292.533
Gen: 36, Best: 2185.5, Mean: 15938.77
Gen: 37, Best: 2185.5, Mean: 15147.01
Gen: 38, Best: 2185.5, Mean: 15004.977
Gen: 39, Best: 2185.5, Mean: 14762.89
Gen: 40, Best: 2185.5, Mean: 14408.074
Gen: 41, Best: 2185.5, Mean: 15181.713
Gen: 42, Best: 2185.5, Mean: 15203.94
Gen: 43, Best: 2185.5, Mean: 14804.764
Gen: 44, Best: 1842.7, Mean: 14446.26
Gen: 45, Best: 1842.7, Mean: 14416.809
Gen: 46, Best: 1842.7, Mean: 14114.898
Gen: 47, Best: 1842.7, Mean: 14599.71
Gen: 48, Best: 1842.7, Mean: 14338.513
Gen: 49, Best: 1842.7, Mean: 13953.068
Gen: 50, Best: 1435.8, Mean: 13951.068
Gen: 51, Best: 1435.8, Mean: 14001.862
Gen: 52, Best: 1435.8, Mean: 14330.873
Gen: 53, Best: 1435.8, Mean: 13827.003
Gen: 54, Best: 1435.8, Mean: 13836.052
Gen: 55, Best: 1435.8, Mean: 13520.551
Gen: 56, Best: 1435.8, Mean: 13456.071
Gen: 57, Best: 1435.8, Mean: 13733.967
Gen: 58, Best: 1435.8, Mean: 14127.98
Gen: 59, Best: 1435.8, Mean: 13799.332
Gen: 60, Best: 1435.8, Mean: 13835.564
Gen: 61, Best: 1435.8, Mean: 13167.795
Gen: 62, Best: 1435.8, Mean: 13157.347
Gen: 63, Best: 1435.8, Mean: 13475.6045
Gen: 64, Best: 950.3, Mean: 12992.477
Gen: 65, Best: 950.3, Mean: 12675.143
Gen: 66, Best: 950.3, Mean: 13168.173
Gen: 67, Best: 950.3, Mean: 12622.162
Gen: 68, Best: 950.3, Mean: 12684.764
Gen: 69, Best: 950.3, Mean: 12570.338
Gen: 70, Best: 950.3, Mean: 13458.715
Gen: 71, Best: 950.3, Mean: 13338.86
Gen: 72, Best: 950.3, Mean: 13012.261
Gen: 73, Best: 950.3, Mean: 12777.619
Gen: 74, Best: 950.3, Mean: 12643.167
Gen: 75, Best: 336.3, Mean: 12488.954
Gen: 76, Best: 336.3, Mean: 12347.242
Gen: 77, Best: 336.3, Mean: 12903.069
Gen: 78, Best: 336.3, Mean: 12744.546
Gen: 79, Best: 336.3, Mean: 13262.059
Gen: 80, Best: 336.3, Mean: 12429.692
Gen: 81, Best: 336.3, Mean: 12780.898
Gen: 82, Best: 336.3, Mean: 13093.117
Gen: 83, Best: 336.3, Mean: 12891.867
Gen: 84, Best: 336.3, Mean: 12244.8
Gen: 85, Best: 336.3, Mean: 12635.319
Gen: 86, Best: 336.3, Mean: 12641.816
Gen: 87, Best: 336.3, Mean: 11745.413
Gen: 88, Best: 145.2, Mean: 11927.628
Gen: 89, Best: 145.2, Mean: 12276.605
Gen: 90, Best: 145.2, Mean: 11810.48
Gen: 91, Best: 145.2, Mean: 12367.491
Gen: 92, Best: 145.2, Mean: 12353.056
Gen: 93, Best: 145.2, Mean: 12228.264
Gen: 94, Best: 145.2, Mean: 12202.887
Gen: 95, Best: 145.2, Mean: 12375.521
Gen: 96, Best: 145.2, Mean: 12491.844
Gen: 97, Best: 145.2, Mean: 11868.813
Gen: 98, Best: 145.2, Mean: 12589.705
Gen: 99, Best: 145.2, Mean: 11794.687
Gen: 100, Best: 145.2, Mean: 12023.296
