Gen: 0, Best: 5063, Mean: 16455.47
Gen: 1, Best: 5063, Mean: 16314.468
Gen: 2, Best: 5063, Mean: 16649.621
Gen: 3, Best: 5063, Mean: 16830.57
Gen: 4, Best: 5063, Mean: 16188.164
Gen: 5, Best: 5063, Mean: 16299.597
Gen: 6, Best: 5063, Mean: 16269.3125
Gen: 7, Best: 5063, Mean: 16561.129
Gen: 8, Best: 4652.8, Mean: 15796.73
Gen: 9, Best: 4652.8, Mean: 15779.283
Gen: 10, Best: 4652.8, Mean: 16253.881
Gen: 11, Best: 3918.6, Mean: 16622.53
Gen: 12, Best: 3918.6, Mean: 16359.184
Gen: 13, Best: 3918.6, Mean: 16440.26
Gen: 14, Best: 2985, Mean: 15801.345
Gen: 15, Best: 2985, Mean: 16309.162
Gen: 16, Best: 2985, Mean: 16059.337
Gen: 17, Best: 2985, Mean: 16074.786
Gen: 18, Best: 2985, Mean: 16056.953
Gen: 19, Best: 2985, Mean: 15528.465
Gen: 20, Best: 2985, Mean: 15838.247
Gen: 21, Best: 2985, Mean: 15190.278
Gen: 22, Best: 2985, Mean: 15506.654
Gen: 23, Best: 2985, Mean: 15832.419
Gen: 24, Best: 2985, Mean: 15541.486
Gen: 25, Best: 2985, Mean: 15577.073
Gen: 26, Best: 2985, Mean: 15859.218
Gen: 27, Best: 2985, Mean: 15411.922
Gen: 28, Best: 2580.4, Mean: 15534.14
Gen: 29, Best: 2580.4, Mean: 15720.354
Gen: 30, Best: 2580.4, Mean: 15097.11
Gen: 31, Best: 2580.4, Mean: 15119.997
Gen: 32, Best: 2580.4, Mean: 15143.003
Gen: 33, Best: 2580.4, Mean: 15333.158
Gen: 34, Best: 2580.4, Mean: 15583.155
Gen: 35, Best: 2580.4, Mean: 14963.112
Gen: 36, Best: 2580.4, Mean: 15296.278
Gen: 37, Best: 2580.4, Mean: 15059.868
Gen: 38, Best: 2580.4, Mean: 15093.046
Gen: 39, Best: 2580.4, Mean: 14871.067
Gen: 40, Best: 2580.4, Mean: 15404.621
Gen: 41, Best: 2580.4, Mean: 15151.822
Gen: 42, Best: 2580.4, Mean: 15467.6875
Gen: 43, Best: 2580.4, Mean: 15225.609
Gen: 44, Best: 2580.4, Mean: 14974.427
Gen: 45, Best: 2580.4, Mean: 15337.595
Gen: 46, Best: 2410.4, Mean: 15252.732
Gen: 47, Best: 2410.4, Mean: 15120.237
Gen: 48, Best: 2410.4, Mean: 15186.556
Gen: 49, Best: 2410.4, Mean: 15029.086
Gen: 50, Best: 2410.4, Mean: 15388.377
Gen: 51, Best: 1980.7, Mean: 14767.009
Gen: 52, Best: 1980.7, Mean: 15193.119
Gen: 53, Best: 1980.7, Mean: 14973.184
Gen: 54, Best: 1980.7, Mean: 15080.873
Gen: 55, Best: 1980.7, Mean: 14743.14
Gen: 56, Best: 1980.7, Mean: 15070.924
Gen: 57, Best: 1980.7, Mean: 15186.761
Gen: 58, Best: 1980.7, Mean: 15221.23
Gen: 59, Best: 1980.7, Mean: 15261.06
Gen: 60, Best: 1980.7, Mean: 14947.47
Gen: 61, Best: 1980.7, Mean: 15217.022
Gen: 62, Best: 1980.7, Mean: 14930.883
Gen: 63, Best: 1980.7, Mean: 14666.528
Gen: 64, Best: 1980.7, Mean: 14696.446
Gen: 65, Best: 1980.7, Mean: 15101.823
Gen: 66, Best: 1980.7, Mean: 15125.241
Gen: 67, Best: 1980.7, Mean: 15040.46
Gen: 68, Best: 1980.7, Mean: 14458.172
Gen: 69, Best: 1980.7, Mean: 14872.6875
Gen: 70, Best: 1980.7, Mean: 15023.368
Gen: 71, Best: 1980.7, Mean: 15280.497
Gen: 72, Best: 1980.7, Mean: 15049.934
Gen: 73, Best: 1980.7, Mean: 14995.099
Gen: 74, Best: 1980.7, Mean: 14652.231
Gen: 75, Best: 1980.7, Mean: 14585.08
Gen: 76, Best: 1980.7, Mean: 14291.785
Gen: 77, Best: 1980.7, Mean: 14768.102
Gen: 78, Best: 1980.7, Mean: 14820.481
Gen: 79, Best: 1980.7, Mean: 14597.305
Gen: 80, Best: 1980.7, Mean: 14859.474
Gen: 81, Best: 1980.7, Mean: 14893.549
Gen: 82, Best: 1980.7, Mean: 15015.013
Gen: 83, Best: 1980.7, Mean: 14881.465
Gen: 84, Best: 1980.7, Mean: 14812.536
Gen: 85, Best: 1980.7, Mean: 14702.527
Gen: 86, Best: 1980.7, Mean: 14613.679
Gen: 87, Best: 1980.7, Mean: 14311.806
Gen: 88, Best: 1980.7, Mean: 14770.531
Gen: 89, Best: 1980.7, Mean: 14564.849
Gen: 90, Best: 1980.7, Mean: 14524.735
Gen: 91, Best: 1980.7, Mean: 14554.445
Gen: 92, Best: 1980.7, Mean: 14681.393
Gen: 93, Best: 1980.7, Mean: 14432.617
Gen: 94, Best: 1980.7, Mean: 14760.749
Gen: 95, Best: 1980.7, Mean: 15095.29
Gen: 96, Best: 1980.7, Mean: 14272.828
Gen: 97, Best: 1980.7, Mean: 14890.332
Gen: 98, Best: 1980.7, Mean: 13974.434
Gen: 99, Best: 1980.7, Mean: 14111.341
Gen: 100, Best: 1980.7, Mean: 14236.129
