Gen: 0, Best: 7515, Mean: 20301.578
Gen: 1, Best: 6774.6, Mean: 19457.975
Gen: 2, Best: 5646, Mean: 18738.85
Gen: 3, Best: 5646, Mean: 18337.488
Gen: 4, Best: 3836.8, Mean: 17046.984
Gen: 5, Best: 3836.8, Mean: 16498.656
Gen: 6, Best: 3177.2, Mean: 15593.599
Gen: 7, Best: 3003.4, Mean: 14406.209
Gen: 8, Best: 2198.4, Mean: 14093.9375
Gen: 9, Best: 464.2, Mean: 13346.086
Gen: 10, Best: 62.9, Mean: 12712.664
Gen: 11, Best: 62.9, Mean: 11889.578
Gen: 12, Best: 62.9, Mean: 11790.386
Gen: 13, Best: 62.9, Mean: 11621.551
Gen: 14, Best: 62.9, Mean: 11351.922
Gen: 15, Best: 62.9, Mean: 11520.638
Gen: 16, Best: 62.9, Mean: 10683.53
Gen: 17, Best: 62.9, Mean: 10878.364
Gen: 18, Best: 62.9, Mean: 10892.764
Gen: 19, Best: 62.9, Mean: 10717.533
Gen: 20, Best: 60.1, Mean: 10631.77
Gen: 21, Best: 60.1, Mean: 10350.54
Gen: 22, Best: 60.1, Mean: 10150.026
Gen: 23, Best: 60.1, Mean: 11009.893
Gen: 24, Best: 57.2, Mean: 9839.8955
Gen: 25, Best: 57.2, Mean: 9991.622
Gen: 26, Best: 57.2, Mean: 9936.081
Gen: 27, Best: 57.2, Mean: 9211.491
Gen: 28, Best: 57.2, Mean: 9550.808
Gen: 29, Best: 57.2, Mean: 8812.413
Gen: 30, Best: 57.2, Mean: 9233.398
Gen: 31, Best: 57.2, Mean: 8344.088
Gen: 32, Best: 52.4, Mean: 8226.781
Gen: 33, Best: 52.4, Mean: 8398.551
Gen: 34, Best: 52.4, Mean: 8126.6343
Gen: 35, Best: 52.4, Mean: 8416.749
Gen: 36, Best: 52.4, Mean: 8035.2144
Gen: 37, Best: 52.4, Mean: 7832.4233
Gen: 38, Best: 52.4, Mean: 7750.0684
Gen: 39, Best: 52.4, Mean: 7574.581
Gen: 40, Best: 52.4, Mean: 7051.8706
Gen: 41, Best: 52.4, Mean: 7936.287
Gen: 42, Best: 52.4, Mean: 7273.5044
Gen: 43, Best: 52.4, Mean: 7778.475
Gen: 44, Best: 52.4, Mean: 7014.176
Gen: 45, Best: 52.4, Mean: 7366.479
Gen: 46, Best: 52.4, Mean: 7478.9956
Gen: 47, Best: 52.4, Mean: 7774.4756
Gen: 48, Best: 52.4, Mean: 7367.3774
Gen: 49, Best: 52.4, Mean: 6923.0933
Gen: 50, Best: 52.4, Mean: 7079.8022
Gen: 51, Best: 52.4, Mean: 6989.334
Gen: 52, Best: 52.4, Mean: 7010.723
Gen: 53, Best: 52.4, Mean: 7000.4595
Gen: 54, Best: 52.4, Mean: 7055.872
Gen: 55, Best: 52.4, Mean: 6587.4336
Gen: 56, Best: 52.4, Mean: 7140.388
Gen: 57, Best: 52.4, Mean: 7456.467
Gen: 58, Best: 52.4, Mean: 6733.005
Gen: 59, Best: 52.4, Mean: 6682.1387
Gen: 60, Best: 52.4, Mean: 6765.2075
Gen: 61, Best: 52.4, Mean: 6455.3857
Gen: 62, Best: 52.4, Mean: 6869.801
Gen: 63, Best: 52.4, Mean: 6956.212
Gen: 64, Best: 52.4, Mean: 6420.33
Gen: 65, Best: 52.4, Mean: 6346.693
Gen: 66, Best: 52.4, Mean: 6166.037
Gen: 67, Best: 52.4, Mean: 6763.021
Gen: 68, Best: 52.4, Mean: 6393.5054
Gen: 69, Best: 52.4, Mean: 6616.034
Gen: 70, Best: 52.4, Mean: 6401.1914
Gen: 71, Best: 52.4, Mean: 6605.2817
Gen: 72, Best: 52.4, Mean: 6282.1157
Gen: 73, Best: 52.4, Mean: 6535.3813
Gen: 74, Best: 52.4, Mean: 6126.2144
Gen: 75, Best: 52.4, Mean: 6700.286
Gen: 76, Best: 52.4, Mean: 6266.3003
Gen: 77, Best: 52.4, Mean: 6222.1313
Gen: 78, Best: 52.4, Mean: 6260.3247
Gen: 79, Best: 52.4, Mean: 6112.956
Gen: 80, Best: 52.3, Mean: 6668.6655
Gen: 81, Best: 52.3, Mean: 6363.168
Gen: 82, Best: 52.3, Mean: 6264.585
Gen: 83, Best: 52.3, Mean: 5928.997
Gen: 84, Best: 52.3, Mean: 6211.8315
Gen: 85, Best: 52.3, Mean: 6077.217
Gen: 86, Best: 52.3, Mean: 6089.25
Gen: 87, Best: 52.3, Mean: 6115.029
Gen: 88, Best: 52.3, Mean: 5761.507
Gen: 89, Best: 52.3, Mean: 6002.425
Gen: 90, Best: 52.3, Mean: 6015.6616
Gen: 91, Best: 52.3, Mean: 5855.015
Gen: 92, Best: 52.3, Mean: 6682.206
Gen: 93, Best: 52.3, Mean: 5924.728
Gen: 94, Best: 52.3, Mean: 5468.35
Gen: 95, Best: 52.3, Mean: 6228.4883
Gen: 96, Best: 52.3, Mean: 5964.184
Gen: 97, Best: 52.3, Mean: 6127.8154
Gen: 98, Best: 52.3, Mean: 5540.629
Gen: 99, Best: 52.3, Mean: 5607.034
Gen: 100, Best: 52.3, Mean: 5988.2026
