Gen: 0, Best: 8803.6, Mean: 16985.63
Gen: 1, Best: 7509.1, Mean: 16856.055
Gen: 2, Best: 7310.5, Mean: 16811.129
Gen: 3, Best: 5086.7, Mean: 16481.412
Gen: 4, Best: 5086.7, Mean: 16433.79
Gen: 5, Best: 5086.7, Mean: 17282.648
Gen: 6, Best: 5086.7, Mean: 16422.615
Gen: 7, Best: 5086.7, Mean: 16143.401
Gen: 8, Best: 5086.7, Mean: 16588.625
Gen: 9, Best: 5086.7, Mean: 16400.44
Gen: 10, Best: 4135.8, Mean: 16739.846
Gen: 11, Best: 4135.8, Mean: 16388.133
Gen: 12, Best: 4031.5, Mean: 16533.129
Gen: 13, Best: 4031.5, Mean: 15852.826
Gen: 14, Best: 4031.5, Mean: 16523.193
Gen: 15, Best: 4031.5, Mean: 16270.068
Gen: 16, Best: 4031.5, Mean: 16246.294
Gen: 17, Best: 4031.5, Mean: 16496.111
Gen: 18, Best: 4031.5, Mean: 15756.883
Gen: 19, Best: 4031.5, Mean: 16222.77
Gen: 20, Best: 4031.5, Mean: 15971.083
Gen: 21, Best: 4031.5, Mean: 16050.578
Gen: 22, Best: 4031.5, Mean: 16462.047
Gen: 23, Best: 4031.5, Mean: 16054.294
Gen: 24, Best: 4031.5, Mean: 16325.487
Gen: 25, Best: 4031.5, Mean: 16260.81
Gen: 26, Best: 4031.5, Mean: 15507.547
Gen: 27, Best: 4031.5, Mean: 16319.515
Gen: 28, Best: 4031.5, Mean: 15929.733
Gen: 29, Best: 4031.5, Mean: 16196.274
Gen: 30, Best: 4031.5, Mean: 15267.727
Gen: 31, Best: 4031.5, Mean: 15918.136
Gen: 32, Best: 4031.5, Mean: 15996.17
Gen: 33, Best: 4031.5, Mean: 15360.074
Gen: 34, Best: 4031.5, Mean: 15943.558
Gen: 35, Best: 4031.5, Mean: 15495.306
Gen: 36, Best: 4031.5, Mean: 15563.747
Gen: 37, Best: 4031.5, Mean: 15560.39
Gen: 38, Best: 4031.5, Mean: 15151.857
Gen: 39, Best: 4031.5, Mean: 15025.97
Gen: 40, Best: 4031.5, Mean: 15780.576
Gen: 41, Best: 4031.5, Mean: 15300.59
Gen: 42, Best: 3986.9, Mean: 15096.107
Gen: 43, Best: 3986.9, Mean: 15614.344
Gen: 44, Best: 3434.7, Mean: 14888.3125
Gen: 45, Best: 3434.7, Mean: 15345.095
Gen: 46, Best: 2044.9, Mean: 15446.04
Gen: 47, Best: 2044.9, Mean: 15243.908
Gen: 48, Best: 2044.9, Mean: 15525.767
Gen: 49, Best: 2044.9, Mean: 15254.896
Gen: 50, Best: 2044.9, Mean: 15093.903
Gen: 51, Best: 2044.9, Mean: 14630.31
Gen: 52, Best: 2044.9, Mean: 14925.014
Gen: 53, Best: 2044.9, Mean: 15059.77
Gen: 54, Best: 2044.9, Mean: 14958.001
Gen: 55, Best: 2044.9, Mean: 14852.814
Gen: 56, Best: 2044.9, Mean: 14575.51
Gen: 57, Best: 2044.9, Mean: 14937.578
Gen: 58, Best: 2044.9, Mean: 14848.813
Gen: 59, Best: 2044.9, Mean: 14589.35
Gen: 60, Best: 2044.9, Mean: 13980.376
Gen: 61, Best: 2044.9, Mean: 14252.286
Gen: 62, Best: 2044.9, Mean: 14190.352
Gen: 63, Best: 2044.9, Mean: 14236.255
Gen: 64, Best: 2044.9, Mean: 14866.29
Gen: 65, Best: 2044.9, Mean: 13862.151
Gen: 66, Best: 2044.9, Mean: 14463.882
Gen: 67, Best: 2044.9, Mean: 14154.669
Gen: 68, Best: 2044.9, Mean: 14579.635
Gen: 69, Best: 2044.9, Mean: 14547.205
Gen: 70, Best: 2044.9, Mean: 14746.627
Gen: 71, Best: 2044.9, Mean: 14375.942
Gen: 72, Best: 2044.9, Mean: 14192.717
Gen: 73, Best: 2044.9, Mean: 14460.859
Gen: 74, Best: 2044.9, Mean: 14216.349
Gen: 75, Best: 2044.9, Mean: 14429.24
Gen: 76, Best: 2044.9, Mean: 13732.999
Gen: 77, Best: 2044.9, Mean: 15177.653
Gen: 78, Best: 2044.9, Mean: 14294.877
Gen: 79, Best: 2044.9, Mean: 14222.437
Gen: 80, Best: 2044.9, Mean: 14328.78
Gen: 81, Best: 2044.9, Mean: 14154.132
Gen: 82, Best: 2044.9, Mean: 14480.561
Gen: 83, Best: 2044.9, Mean: 14068.538
Gen: 84, Best: 2044.9, Mean: 13775.071
Gen: 85, Best: 2044.9, Mean: 14616.02
Gen: 86, Best: 2044.9, Mean: 14099.302
Gen: 87, Best: 2044.9, Mean: 14323.308
Gen: 88, Best: 2044.9, Mean: 14177.555
Gen: 89, Best: 2044.9, Mean: 13816.265
Gen: 90, Best: 2044.9, Mean: 14226.3
Gen: 91, Best: 2044.9, Mean: 13822.117
Gen: 92, Best: 2044.9, Mean: 14434.118
Gen: 93, Best: 2044.9, Mean: 13822.753
Gen: 94, Best: 2044.9, Mean: 14548.219
Gen: 95, Best: 2044.9, Mean: 13838.214
Gen: 96, Best: 2044.9, Mean: 14619.181
Gen: 97, Best: 2044.9, Mean: 14186.987
Gen: 98, Best: 2044.9, Mean: 14216.302
Gen: 99, Best: 2044.9, Mean: 13804.395
Gen: 100, Best: 1469.5, Mean: 13865.764
