Gen: 0, Best: 5935, Mean: 16863.45
Gen: 1, Best: 5935, Mean: 17090.203
Gen: 2, Best: 5935, Mean: 16962.016
Gen: 3, Best: 3189.2, Mean: 16686.385
Gen: 4, Best: 3189.2, Mean: 16437.21
Gen: 5, Best: 2172.3, Mean: 16136.78
Gen: 6, Best: 2172.3, Mean: 15690.51
Gen: 7, Best: 2172.3, Mean: 16117.1455
Gen: 8, Best: 2172.3, Mean: 15765.744
Gen: 9, Best: 2172.3, Mean: 16047.136
Gen: 10, Best: 2172.3, Mean: 15507.771
Gen: 11, Best: 2172.3, Mean: 15887.976
Gen: 12, Best: 2172.3, Mean: 15838.76
Gen: 13, Best: 2172.3, Mean: 16099.383
Gen: 14, Best: 1606.9, Mean: 15355.077
Gen: 15, Best: 1606.9, Mean: 15071.642
Gen: 16, Best: 1606.9, Mean: 15004.549
Gen: 17, Best: 1606.9, Mean: 15002.256
Gen: 18, Best: 1606.9, Mean: 14726.527
Gen: 19, Best: 1606.9, Mean: 15477.795
Gen: 20, Best: 1606.9, Mean: 14887.082
Gen: 21, Best: 1606.9, Mean: 14514.446
Gen: 22, Best: 1606.9, Mean: 14313.753
Gen: 23, Best: 1606.9, Mean: 14506.809
Gen: 24, Best: 1606.9, Mean: 14616.855
Gen: 25, Best: 1606.9, Mean: 13721.783
Gen: 26, Best: 1606.9, Mean: 13937.791
Gen: 27, Best: 520.3, Mean: 13278.327
Gen: 28, Best: 520.3, Mean: 12791.42
Gen: 29, Best: 198, Mean: 13008.967
Gen: 30, Best: 139.1, Mean: 12413.504
Gen: 31, Best: 139.1, Mean: 11463.513
Gen: 32, Best: 81.9, Mean: 12175.23
Gen: 33, Best: 80.3, Mean: 11126.033
Gen: 34, Best: 74.6, Mean: 9997.184
Gen: 35, Best: 74.6, Mean: 10231.867
Gen: 36, Best: 74.6, Mean: 9435.538
Gen: 37, Best: 74.6, Mean: 9237.448
Gen: 38, Best: 74.6, Mean: 8956.179
Gen: 39, Best: 74.6, Mean: 8172.295
Gen: 40, Best: 74.6, Mean: 7879.14
Gen: 41, Best: 69.8, Mean: 7720.6963
Gen: 42, Best: 69.8, Mean: 6977.5654
Gen: 43, Best: 69.8, Mean: 7515.9526
Gen: 44, Best: 69.8, Mean: 7120.045
Gen: 45, Best: 69.8, Mean: 7106.8823
Gen: 46, Best: 69.8, Mean: 6706.2847
Gen: 47, Best: 69.8, Mean: 6607.5024
Gen: 48, Best: 69.8, Mean: 6459.7676
Gen: 49, Best: 69.8, Mean: 6172.444
Gen: 50, Best: 69.8, Mean: 6337.775
Gen: 51, Best: 69.8, Mean: 5807.194
Gen: 52, Best: 69.8, Mean: 6612.4756
Gen: 53, Best: 69.8, Mean: 5659.2344
Gen: 54, Best: 69.8, Mean: 5842.0356
Gen: 55, Best: 69.8, Mean: 5501.967
Gen: 56, Best: 66.3, Mean: 5135.991
Gen: 57, Best: 66.3, Mean: 4876.611
Gen: 58, Best: 66.3, Mean: 5340.3657
Gen: 59, Best: 66.3, Mean: 4926.5503
Gen: 60, Best: 66.3, Mean: 5173.971
Gen: 61, Best: 66.3, Mean: 4809.2773
Gen: 62, Best: 66.3, Mean: 4395.556
Gen: 63, Best: 66.3, Mean: 4181.801
Gen: 64, Best: 66.3, Mean: 4503.8496
Gen: 65, Best: 65.8, Mean: 4405.9546
Gen: 66, Best: 65.8, Mean: 4428.669
Gen: 67, Best: 65.8, Mean: 4517.9697
Gen: 68, Best: 64.8, Mean: 4249.622
Gen: 69, Best: 64.8, Mean: 4036.4036
Gen: 70, Best: 64.8, Mean: 4932.66
Gen: 71, Best: 64.8, Mean: 4819.968
Gen: 72, Best: 64.8, Mean: 4642.287
Gen: 73, Best: 64.8, Mean: 4159.144
Gen: 74, Best: 64.8, Mean: 4485.0654
Gen: 75, Best: 63.4, Mean: 4177.8154
Gen: 76, Best: 63.4, Mean: 4300.7056
Gen: 77, Best: 63.4, Mean: 4096.491
Gen: 78, Best: 63.4, Mean: 3763.6218
Gen: 79, Best: 63.4, Mean: 4648.032
Gen: 80, Best: 63.4, Mean: 4684.4688
Gen: 81, Best: 63.4, Mean: 4224.021
Gen: 82, Best: 61.9, Mean: 4188.4805
Gen: 83, Best: 61.9, Mean: 4272.672
Gen: 84, Best: 61.9, Mean: 3931.2522
Gen: 85, Best: 61.9, Mean: 3844.9236
Gen: 86, Best: 61.9, Mean: 3902.0583
Gen: 87, Best: 61.9, Mean: 4032.3284
Gen: 88, Best: 61.9, Mean: 3993.1501
Gen: 89, Best: 61.9, Mean: 3990.9973
Gen: 90, Best: 61.9, Mean: 3774.093
Gen: 91, Best: 61.9, Mean: 3687.3752
Gen: 92, Best: 61.9, Mean: 3406.2212
Gen: 93, Best: 61.9, Mean: 3899.9749
Gen: 94, Best: 61.9, Mean: 3626.9658
Gen: 95, Best: 61.9, Mean: 3710.8362
Gen: 96, Best: 61.9, Mean: 3701.8796
Gen: 97, Best: 61.9, Mean: 3909.0852
Gen: 98, Best: 61.9, Mean: 3605.3992
Gen: 99, Best: 61.9, Mean: 3577.7725
Gen: 100, Best: 61.9, Mean: 3195.6057
