Gen: 0, Best: 50, Mean: 1651.1251
Gen: 1, Best: 33.1, Mean: 1520.4763
Gen: 2, Best: 28.5, Mean: 1576.7528
Gen: 3, Best: 25.8, Mean: 1599.0067
Gen: 4, Best: 25.8, Mean: 1415.8351
Gen: 5, Best: 25.8, Mean: 1416.1267
Gen: 6, Best: 18.5, Mean: 1403.118
Gen: 7, Best: 17.3, Mean: 1288.6213
Gen: 8, Best: 17.3, Mean: 1304.7041
Gen: 9, Best: 17.3, Mean: 1245.9229
Gen: 10, Best: 17.3, Mean: 1036.7377
Gen: 11, Best: 17.1, Mean: 1026.5333
Gen: 12, Best: 17.1, Mean: 856.6428
Gen: 13, Best: 17.1, Mean: 821.2751
Gen: 14, Best: 17, Mean: 725.4728
Gen: 15, Best: 17, Mean: 743.95605
Gen: 16, Best: 15.7, Mean: 581.27423
Gen: 17, Best: 15.7, Mean: 612.21106
Gen: 18, Best: 15.7, Mean: 513.00336
Gen: 19, Best: 15.7, Mean: 429.74783
Gen: 20, Best: 15.7, Mean: 453.12476
Gen: 21, Best: 15.7, Mean: 512.31885
Gen: 22, Best: 15.7, Mean: 358.97906
Gen: 23, Best: 15.2, Mean: 365.59534
Gen: 24, Best: 15.2, Mean: 410.1866
Gen: 25, Best: 15.2, Mean: 348.55115
Gen: 26, Best: 15.2, Mean: 355.1537
Gen: 27, Best: 15.2, Mean: 331.51993
Gen: 28, Best: 15.2, Mean: 342.69705
Gen: 29, Best: 15.2, Mean: 371.87357
Gen: 30, Best: 15.2, Mean: 334.33484
Gen: 31, Best: 15.2, Mean: 373.5696
Gen: 32, Best: 15.2, Mean: 375.5179
Gen: 33, Best: 15.2, Mean: 328.79105
Gen: 34, Best: 15.2, Mean: 315.18057
Gen: 35, Best: 14.4, Mean: 320.7612
Gen: 36, Best: 14.4, Mean: 365.76862
Gen: 37, Best: 14.4, Mean: 371.13293
Gen: 38, Best: 14.4, Mean: 361.24118
Gen: 39, Best: 14.4, Mean: 327.24683
Gen: 40, Best: 14.4, Mean: 350.326
Gen: 41, Best: 14.4, Mean: 318.68698
Gen: 42, Best: 14.4, Mean: 309.50006
Gen: 43, Best: 14.4, Mean: 292.0407
Gen: 44, Best: 14.4, Mean: 287.07117
Gen: 45, Best: 14.4, Mean: 282.29752
Gen: 46, Best: 14.4, Mean: 324.23032
Gen: 47, Best: 14.4, Mean: 312.37057
Gen: 48, Best: 14.4, Mean: 368.3861
Gen: 49, Best: 14.4, Mean: 320.66025
Gen: 50, Best: 14.4, Mean: 297.9576
Gen: 51, Best: 14.4, Mean: 336.5183
Gen: 52, Best: 14.4, Mean: 326.64627
Gen: 53, Best: 14.4, Mean: 307.54068
Gen: 54, Best: 14.4, Mean: 232.20396
Gen: 55, Best: 14.4, Mean: 296.08655
Gen: 56, Best: 14.4, Mean: 372.00842
Gen: 57, Best: 14.4, Mean: 292.6119
Gen: 58, Best: 14.4, Mean: 279.31253
Gen: 59, Best: 14.4, Mean: 307.52985
Gen: 60, Best: 14.4, Mean: 320.12582
Gen: 61, Best: 14.4, Mean: 317.03732
Gen: 62, Best: 14.4, Mean: 305.56366
Gen: 63, Best: 14.4, Mean: 340.25626
Gen: 64, Best: 14.4, Mean: 315.0477
Gen: 65, Best: 13.9, Mean: 272.13873
Gen: 66, Best: 13.9, Mean: 252.15271
Gen: 67, Best: 13.9, Mean: 327.52136
Gen: 68, Best: 13.9, Mean: 275.86218
Gen: 69, Best: 13.9, Mean: 327.0085
Gen: 70, Best: 13.9, Mean: 283.8672
Gen: 71, Best: 13.9, Mean: 246.99504
Gen: 72, Best: 13.9, Mean: 282.3686
Gen: 73, Best: 13.9, Mean: 281.07422
Gen: 74, Best: 13.9, Mean: 264.8243
Gen: 75, Best: 13.9, Mean: 253.90648
Gen: 76, Best: 13.9, Mean: 269.85574
Gen: 77, Best: 13.9, Mean: 278.44287
Gen: 78, Best: 13.9, Mean: 282.611
Gen: 79, Best: 13.9, Mean: 307.58307
Gen: 80, Best: 13.9, Mean: 298.73087
Gen: 81, Best: 13.9, Mean: 284.84622
Gen: 82, Best: 13.9, Mean: 272.56168
Gen: 83, Best: 13.9, Mean: 260.05917
Gen: 84, Best: 13.9, Mean: 264.36368
Gen: 85, Best: 13.9, Mean: 258.0617
Gen: 86, Best: 13.9, Mean: 273.1394
Gen: 87, Best: 13.9, Mean: 246.7682
Gen: 88, Best: 13.9, Mean: 271.01538
Gen: 89, Best: 13.6, Mean: 292.94583
Gen: 90, Best: 13.6, Mean: 230.89899
Gen: 91, Best: 13.6, Mean: 289.19052
Gen: 92, Best: 13.6, Mean: 280.2327
Gen: 93, Best: 13.6, Mean: 285.26172
Gen: 94, Best: 13.6, Mean: 226.8755
Gen: 95, Best: 13.6, Mean: 292.83777
Gen: 96, Best: 13.6, Mean: 271.76913
Gen: 97, Best: 13.6, Mean: 266.6592
Gen: 98, Best: 13.6, Mean: 261.6507
Gen: 99, Best: 13.6, Mean: 251.4443
Gen: 100, Best: 13.6, Mean: 234.79305
