Gen: 0, Best: 3796.6, Mean: 16975.217
Gen: 1, Best: 3796.6, Mean: 17047.445
Gen: 2, Best: 3796.6, Mean: 16948.576
Gen: 3, Best: 3796.6, Mean: 17243.389
Gen: 4, Best: 3796.6, Mean: 17013.857
Gen: 5, Best: 2655.5, Mean: 16523.752
Gen: 6, Best: 2655.5, Mean: 16355.105
Gen: 7, Best: 2655.5, Mean: 16983.92
Gen: 8, Best: 2655.5, Mean: 16332.255
Gen: 9, Best: 2655.5, Mean: 17064.557
Gen: 10, Best: 2655.5, Mean: 16557.715
Gen: 11, Best: 2655.5, Mean: 16665.03
Gen: 12, Best: 2655.5, Mean: 16140.003
Gen: 13, Best: 2655.5, Mean: 16262.536
Gen: 14, Best: 2655.5, Mean: 16306.914
Gen: 15, Best: 2655.5, Mean: 16468.102
Gen: 16, Best: 2655.5, Mean: 15875.27
Gen: 17, Best: 2655.5, Mean: 16255.128
Gen: 18, Best: 2655.5, Mean: 15799.672
Gen: 19, Best: 2655.5, Mean: 15306.724
Gen: 20, Best: 2655.5, Mean: 15535.831
Gen: 21, Best: 2655.5, Mean: 15924.896
Gen: 22, Best: 2655.5, Mean: 15541.02
Gen: 23, Best: 2655.5, Mean: 16144.014
Gen: 24, Best: 2655.5, Mean: 16141.462
Gen: 25, Best: 2655.5, Mean: 15301.696
Gen: 26, Best: 2655.5, Mean: 15712.129
Gen: 27, Best: 2655.5, Mean: 15710.731
Gen: 28, Best: 2655.5, Mean: 15392.91
Gen: 29, Best: 2655.5, Mean: 15249.695
Gen: 30, Best: 2655.5, Mean: 15074.109
Gen: 31, Best: 2655.5, Mean: 15001.258
Gen: 32, Best: 2655.5, Mean: 15094.449
Gen: 33, Best: 2655.5, Mean: 14869.855
Gen: 34, Best: 2655.5, Mean: 14838.264
Gen: 35, Best: 2655.5, Mean: 15292.724
Gen: 36, Best: 933.2, Mean: 14692.336
Gen: 37, Best: 933.2, Mean: 15169.176
Gen: 38, Best: 933.2, Mean: 14769.427
Gen: 39, Best: 933.2, Mean: 14946.618
Gen: 40, Best: 933.2, Mean: 15279.526
Gen: 41, Best: 933.2, Mean: 14867.449
Gen: 42, Best: 933.2, Mean: 14334.723
Gen: 43, Best: 933.2, Mean: 14456.168
Gen: 44, Best: 933.2, Mean: 15280.663
Gen: 45, Best: 933.2, Mean: 14590.761
Gen: 46, Best: 933.2, Mean: 14631.989
Gen: 47, Best: 933.2, Mean: 14753.167
Gen: 48, Best: 933.2, Mean: 14607.79
Gen: 49, Best: 933.2, Mean: 14607.637
Gen: 50, Best: 933.2, Mean: 14769.441
Gen: 51, Best: 933.2, Mean: 14375.236
Gen: 52, Best: 933.2, Mean: 14402.59
Gen: 53, Best: 933.2, Mean: 14398.424
Gen: 54, Best: 933.2, Mean: 14368.464
Gen: 55, Best: 933.2, Mean: 14175.337
Gen: 56, Best: 933.2, Mean: 14450.155
Gen: 57, Best: 933.2, Mean: 14082.514
Gen: 58, Best: 933.2, Mean: 14286.003
Gen: 59, Best: 933.2, Mean: 13851.64
Gen: 60, Best: 933.2, Mean: 14278.701
Gen: 61, Best: 933.2, Mean: 14075.124
Gen: 62, Best: 933.2, Mean: 13836.278
Gen: 63, Best: 933.2, Mean: 13971.982
Gen: 64, Best: 933.2, Mean: 13631.142
Gen: 65, Best: 933.2, Mean: 13761.291
Gen: 66, Best: 933.2, Mean: 14053.462
Gen: 67, Best: 933.2, Mean: 14166.773
Gen: 68, Best: 933.2, Mean: 13865.19
Gen: 69, Best: 933.2, Mean: 14020.503
Gen: 70, Best: 933.2, Mean: 13796.623
Gen: 71, Best: 933.2, Mean: 13414.044
Gen: 72, Best: 933.2, Mean: 14026.818
Gen: 73, Best: 933.2, Mean: 13621.485
Gen: 74, Best: 933.2, Mean: 13764.786
Gen: 75, Best: 309.1, Mean: 14103.836
Gen: 76, Best: 309.1, Mean: 13905.608
Gen: 77, Best: 309.1, Mean: 14155.16
Gen: 78, Best: 309.1, Mean: 14033.187
Gen: 79, Best: 309.1, Mean: 14226.355
Gen: 80, Best: 309.1, Mean: 13906.109
Gen: 81, Best: 309.1, Mean: 13924.786
Gen: 82, Best: 309.1, Mean: 13848.573
Gen: 83, Best: 309.1, Mean: 13802.574
Gen: 84, Best: 309.1, Mean: 14040.2
Gen: 85, Best: 309.1, Mean: 13495.987
Gen: 86, Best: 309.1, Mean: 14231.669
Gen: 87, Best: 309.1, Mean: 14024.301
Gen: 88, Best: 309.1, Mean: 13807.569
Gen: 89, Best: 309.1, Mean: 13703.045
Gen: 90, Best: 309.1, Mean: 13830.73
Gen: 91, Best: 309.1, Mean: 14281.72
Gen: 92, Best: 309.1, Mean: 13456.871
Gen: 93, Best: 309.1, Mean: 13848.646
Gen: 94, Best: 309.1, Mean: 14129.761
Gen: 95, Best: 309.1, Mean: 13578.26
Gen: 96, Best: 309.1, Mean: 12649.944
Gen: 97, Best: 309.1, Mean: 13304.742
Gen: 98, Best: 309.1, Mean: 13664.802
Gen: 99, Best: 309.1, Mean: 13572.696
Gen: 100, Best: 309.1, Mean: 13776.564
