Gen: 0, Best: 1282.3, Mean: 3432.419
Gen: 1, Best: 1004.1, Mean: 3339.916
Gen: 2, Best: 1004.1, Mean: 3263.5374
Gen: 3, Best: 722.5, Mean: 3423.1272
Gen: 4, Best: 722.5, Mean: 3223.151
Gen: 5, Best: 722.5, Mean: 3295.386
Gen: 6, Best: 633.2, Mean: 3331.239
Gen: 7, Best: 633.2, Mean: 3246.94
Gen: 8, Best: 633.2, Mean: 3262.9514
Gen: 9, Best: 633.2, Mean: 3121.3774
Gen: 10, Best: 633.2, Mean: 3236.6326
Gen: 11, Best: 633.2, Mean: 3102.018
Gen: 12, Best: 633.2, Mean: 3106.1365
Gen: 13, Best: 410.7, Mean: 2967.6196
Gen: 14, Best: 410.7, Mean: 3006.6025
Gen: 15, Best: 410.7, Mean: 2960.7214
Gen: 16, Best: 334.1, Mean: 2922.8933
Gen: 17, Best: 334.1, Mean: 2991.1794
Gen: 18, Best: 334.1, Mean: 2868.5825
Gen: 19, Best: 334.1, Mean: 2949.2
Gen: 20, Best: 334.1, Mean: 2764.8513
Gen: 21, Best: 334.1, Mean: 2745.9417
Gen: 22, Best: 334.1, Mean: 2716.0771
Gen: 23, Best: 95, Mean: 2763.0686
Gen: 24, Best: 95, Mean: 2617.8398
Gen: 25, Best: 95, Mean: 2746.6072
Gen: 26, Best: 95, Mean: 2639.6997
Gen: 27, Best: 95, Mean: 2627.2747
Gen: 28, Best: 95, Mean: 2653.1565
Gen: 29, Best: 95, Mean: 2722.4304
Gen: 30, Best: 95, Mean: 2568.8843
Gen: 31, Best: 95, Mean: 2583.9927
Gen: 32, Best: 95, Mean: 2428.6667
Gen: 33, Best: 95, Mean: 2543.0405
Gen: 34, Best: 95, Mean: 2503.623
Gen: 35, Best: 95, Mean: 2474.131
Gen: 36, Best: 95, Mean: 2471.2498
Gen: 37, Best: 95, Mean: 2504.4258
Gen: 38, Best: 95, Mean: 2420.1313
Gen: 39, Best: 95, Mean: 2341.3145
Gen: 40, Best: 95, Mean: 2185.5286
Gen: 41, Best: 95, Mean: 2411.0808
Gen: 42, Best: 95, Mean: 2128.3499
Gen: 43, Best: 95, Mean: 2321.1033
Gen: 44, Best: 95, Mean: 2219.917
Gen: 45, Best: 95, Mean: 2267.5564
Gen: 46, Best: 89, Mean: 2189.0676
Gen: 47, Best: 89, Mean: 2172.006
Gen: 48, Best: 89, Mean: 2186.7563
Gen: 49, Best: 89, Mean: 2123.1885
Gen: 50, Best: 89, Mean: 2061.1458
Gen: 51, Best: 89, Mean: 2086.4563
Gen: 52, Best: 89, Mean: 2039.0612
Gen: 53, Best: 89, Mean: 2147.8274
Gen: 54, Best: 86.6, Mean: 2207.3538
Gen: 55, Best: 86.3, Mean: 1967.3563
Gen: 56, Best: 86.3, Mean: 2047.2452
Gen: 57, Best: 86.3, Mean: 1953.5371
Gen: 58, Best: 86.3, Mean: 2025.8865
Gen: 59, Best: 86.3, Mean: 2081.8313
Gen: 60, Best: 86.3, Mean: 1966.3892
Gen: 61, Best: 86.3, Mean: 1890.0898
Gen: 62, Best: 86.3, Mean: 2014.7738
Gen: 63, Best: 86.3, Mean: 1960.0953
Gen: 64, Best: 86.3, Mean: 1920.0919
Gen: 65, Best: 86.3, Mean: 1814.0023
Gen: 66, Best: 86.3, Mean: 1863.5555
Gen: 67, Best: 86.3, Mean: 1947.475
Gen: 68, Best: 86.3, Mean: 1846.025
Gen: 69, Best: 86.3, Mean: 1948.6508
Gen: 70, Best: 86.3, Mean: 1874.0708
Gen: 71, Best: 86.3, Mean: 1882.9414
Gen: 72, Best: 78.7, Mean: 1805.2211
Gen: 73, Best: 78.7, Mean: 1838.3396
Gen: 74, Best: 78.7, Mean: 1851.6943
Gen: 75, Best: 78.7, Mean: 1811.9055
Gen: 76, Best: 78.7, Mean: 1787.3022
Gen: 77, Best: 75.4, Mean: 1829.6339
Gen: 78, Best: 75.4, Mean: 1828.1819
Gen: 79, Best: 75.4, Mean: 1767.0879
Gen: 80, Best: 75.4, Mean: 1738.1099
Gen: 81, Best: 75.4, Mean: 1733.8657
Gen: 82, Best: 75.4, Mean: 1821.2909
Gen: 83, Best: 75.4, Mean: 1783.3529
Gen: 84, Best: 75.4, Mean: 1692.9482
Gen: 85, Best: 75.4, Mean: 1805.3527
Gen: 86, Best: 75.4, Mean: 1794.9067
Gen: 87, Best: 75.4, Mean: 1768.5939
Gen: 88, Best: 75.4, Mean: 1885.1744
Gen: 89, Best: 75.4, Mean: 1825.4705
Gen: 90, Best: 75.4, Mean: 1727.5924
Gen: 91, Best: 75.4, Mean: 1791.0936
Gen: 92, Best: 75.4, Mean: 1683.4318
Gen: 93, Best: 75.4, Mean: 1838.1329
Gen: 94, Best: 75.4, Mean: 1728.7693
Gen: 95, Best: 75.4, Mean: 1716.2853
Gen: 96, Best: 75.4, Mean: 1754.6547
Gen: 97, Best: 75.4, Mean: 1759.9609
Gen: 98, Best: 75.4, Mean: 1727.971
Gen: 99, Best: 75.4, Mean: 1761.9423
Gen: 100, Best: 75.4, Mean: 1713.1001
