Gen: 0, Best: 915, Mean: 3180.494
Gen: 1, Best: 621.2, Mean: 3031.4966
Gen: 2, Best: 621.2, Mean: 3075.1714
Gen: 3, Best: 621.2, Mean: 3131.593
Gen: 4, Best: 621.2, Mean: 3042.1345
Gen: 5, Best: 347.8, Mean: 2868.475
Gen: 6, Best: 347.8, Mean: 2969.9155
Gen: 7, Best: 347.8, Mean: 2875.7183
Gen: 8, Best: 347.8, Mean: 2829.327
Gen: 9, Best: 347.8, Mean: 2909.8984
Gen: 10, Best: 347.8, Mean: 2864.4814
Gen: 11, Best: 347.8, Mean: 2804.8936
Gen: 12, Best: 206, Mean: 2862.2117
Gen: 13, Best: 206, Mean: 2643.058
Gen: 14, Best: 206, Mean: 2666.216
Gen: 15, Best: 84.5, Mean: 2609.974
Gen: 16, Best: 84.5, Mean: 2557.976
Gen: 17, Best: 84.5, Mean: 2655.6675
Gen: 18, Best: 84.5, Mean: 2564.9756
Gen: 19, Best: 84.5, Mean: 2554.7832
Gen: 20, Best: 84.5, Mean: 2490.1387
Gen: 21, Best: 84.5, Mean: 2554.7861
Gen: 22, Best: 84.5, Mean: 2560.882
Gen: 23, Best: 84.5, Mean: 2512.1387
Gen: 24, Best: 84.5, Mean: 2365.014
Gen: 25, Best: 84.5, Mean: 2435.1475
Gen: 26, Best: 84.5, Mean: 2312.867
Gen: 27, Best: 84.5, Mean: 2303.9814
Gen: 28, Best: 84.5, Mean: 2380.0398
Gen: 29, Best: 84.5, Mean: 2290.032
Gen: 30, Best: 84.5, Mean: 2287.1604
Gen: 31, Best: 84.5, Mean: 2317.668
Gen: 32, Best: 84.5, Mean: 2126.8708
Gen: 33, Best: 78.5, Mean: 2215.131
Gen: 34, Best: 78.5, Mean: 2330.1228
Gen: 35, Best: 78.5, Mean: 2209.0938
Gen: 36, Best: 78.5, Mean: 2142.6487
Gen: 37, Best: 78.5, Mean: 2150.9426
Gen: 38, Best: 75.9, Mean: 2050.4373
Gen: 39, Best: 75.9, Mean: 2287.6802
Gen: 40, Best: 75.9, Mean: 2174.8347
Gen: 41, Best: 75.9, Mean: 2087.3628
Gen: 42, Best: 69.6, Mean: 2110.2773
Gen: 43, Best: 69.6, Mean: 2000.1677
Gen: 44, Best: 69.6, Mean: 2079.7207
Gen: 45, Best: 69.6, Mean: 2071.4731
Gen: 46, Best: 69.6, Mean: 2053.0796
Gen: 47, Best: 69.6, Mean: 2023.7994
Gen: 48, Best: 69.6, Mean: 1961.2545
Gen: 49, Best: 67.7, Mean: 1855.7595
Gen: 50, Best: 67.7, Mean: 1933.3447
Gen: 51, Best: 67.7, Mean: 1855.0643
Gen: 52, Best: 67.7, Mean: 1860.6663
Gen: 53, Best: 67.7, Mean: 1755.8802
Gen: 54, Best: 67.7, Mean: 1878.6971
Gen: 55, Best: 67.7, Mean: 1863.8002
Gen: 56, Best: 67.7, Mean: 1840.5887
Gen: 57, Best: 67.7, Mean: 1706.2482
Gen: 58, Best: 67.7, Mean: 1773.8447
Gen: 59, Best: 67.7, Mean: 1815.9655
Gen: 60, Best: 67.7, Mean: 1847.7524
Gen: 61, Best: 67.7, Mean: 1791.1769
Gen: 62, Best: 67.7, Mean: 1884.8083
Gen: 63, Best: 67.7, Mean: 1936.8147
Gen: 64, Best: 67.7, Mean: 1889.6257
Gen: 65, Best: 67.7, Mean: 1752.6921
Gen: 66, Best: 67.7, Mean: 1747.0278
Gen: 67, Best: 67.7, Mean: 1743.7034
Gen: 68, Best: 67.7, Mean: 1802.5743
Gen: 69, Best: 67.7, Mean: 1664.4197
Gen: 70, Best: 67.7, Mean: 1720.4095
Gen: 71, Best: 67.7, Mean: 1775.7542
Gen: 72, Best: 67.7, Mean: 1759.66
Gen: 73, Best: 67.7, Mean: 1764.1917
Gen: 74, Best: 66.2, Mean: 1742.5333
Gen: 75, Best: 66.2, Mean: 1755.7805
Gen: 76, Best: 66.2, Mean: 1723.9819
Gen: 77, Best: 66.2, Mean: 1703.5089
Gen: 78, Best: 66.2, Mean: 1709.9983
Gen: 79, Best: 66.2, Mean: 1692.2229
Gen: 80, Best: 66.2, Mean: 1689.2377
Gen: 81, Best: 66.2, Mean: 1682.718
Gen: 82, Best: 66.2, Mean: 1732.5732
Gen: 83, Best: 66.2, Mean: 1734.3496
Gen: 84, Best: 66.2, Mean: 1687.3212
Gen: 85, Best: 66.2, Mean: 1749.6204
Gen: 86, Best: 66.2, Mean: 1645.3857
Gen: 87, Best: 66.2, Mean: 1802.3472
Gen: 88, Best: 66.2, Mean: 1728.8591
Gen: 89, Best: 66.2, Mean: 1625.7803
Gen: 90, Best: 66.2, Mean: 1678.8712
Gen: 91, Best: 66.2, Mean: 1737.47
Gen: 92, Best: 66.2, Mean: 1763.1002
Gen: 93, Best: 66.2, Mean: 1685.0574
Gen: 94, Best: 55.3, Mean: 1579.3809
Gen: 95, Best: 55.3, Mean: 1701.2385
Gen: 96, Best: 55.3, Mean: 1542.4414
Gen: 97, Best: 55.3, Mean: 1710.3008
Gen: 98, Best: 55.3, Mean: 1689.1863
Gen: 99, Best: 55.3, Mean: 1566.9244
Gen: 100, Best: 55.3, Mean: 1673.9669
