Gen: 0, Best: 535.7, Mean: 2936.3828
Gen: 1, Best: 535.7, Mean: 2888.9036
Gen: 2, Best: 535.7, Mean: 2975.8123
Gen: 3, Best: 535.7, Mean: 2934.2214
Gen: 4, Best: 535.7, Mean: 2978.2917
Gen: 5, Best: 535.7, Mean: 2886.082
Gen: 6, Best: 535.7, Mean: 2837.783
Gen: 7, Best: 320.7, Mean: 2779.6968
Gen: 8, Best: 320.7, Mean: 2917.8105
Gen: 9, Best: 320.7, Mean: 2744.4546
Gen: 10, Best: 320.7, Mean: 2864.9067
Gen: 11, Best: 320.7, Mean: 2870.0928
Gen: 12, Best: 320.7, Mean: 2741.827
Gen: 13, Best: 320.7, Mean: 2838.8083
Gen: 14, Best: 320.7, Mean: 2751.3374
Gen: 15, Best: 320.7, Mean: 2648.5237
Gen: 16, Best: 320.7, Mean: 2792.4238
Gen: 17, Best: 320.7, Mean: 2753.2341
Gen: 18, Best: 320.7, Mean: 2793.0754
Gen: 19, Best: 320.7, Mean: 2771.5684
Gen: 20, Best: 320.7, Mean: 2625.7754
Gen: 21, Best: 320.7, Mean: 2733.9788
Gen: 22, Best: 320.7, Mean: 2649.8628
Gen: 23, Best: 320.7, Mean: 2681.9072
Gen: 24, Best: 320.7, Mean: 2555.9133
Gen: 25, Best: 320.7, Mean: 2592.301
Gen: 26, Best: 320.7, Mean: 2547.3594
Gen: 27, Best: 268.6, Mean: 2607.0327
Gen: 28, Best: 268.6, Mean: 2609.338
Gen: 29, Best: 268.6, Mean: 2514.5532
Gen: 30, Best: 268.6, Mean: 2598.5044
Gen: 31, Best: 268.6, Mean: 2507.0776
Gen: 32, Best: 268.6, Mean: 2615.2837
Gen: 33, Best: 213.4, Mean: 2652.6577
Gen: 34, Best: 213.4, Mean: 2447.2705
Gen: 35, Best: 213.4, Mean: 2602.8906
Gen: 36, Best: 213.4, Mean: 2587.4988
Gen: 37, Best: 213.4, Mean: 2573.1167
Gen: 38, Best: 213.4, Mean: 2515
Gen: 39, Best: 213.4, Mean: 2519.815
Gen: 40, Best: 60.6, Mean: 2445.6619
Gen: 41, Best: 60.6, Mean: 2387.661
Gen: 42, Best: 60.6, Mean: 2532.2961
Gen: 43, Best: 60.6, Mean: 2462.7932
Gen: 44, Best: 60.6, Mean: 2404.7014
Gen: 45, Best: 60.6, Mean: 2427.0986
Gen: 46, Best: 60.6, Mean: 2394.9758
Gen: 47, Best: 60.6, Mean: 2448.631
Gen: 48, Best: 60.6, Mean: 2474.1099
Gen: 49, Best: 60.6, Mean: 2461.54
Gen: 50, Best: 60.6, Mean: 2374.2908
Gen: 51, Best: 60.6, Mean: 2336.006
Gen: 52, Best: 60.6, Mean: 2432.5054
Gen: 53, Best: 60.6, Mean: 2251.4053
Gen: 54, Best: 60.6, Mean: 2405.589
Gen: 55, Best: 60.6, Mean: 2330.6401
Gen: 56, Best: 60.6, Mean: 2330.3213
Gen: 57, Best: 60.6, Mean: 2310.3513
Gen: 58, Best: 60.6, Mean: 2260.8699
Gen: 59, Best: 60.6, Mean: 2185.3286
Gen: 60, Best: 60.6, Mean: 2289.077
Gen: 61, Best: 60.6, Mean: 2267.1077
Gen: 62, Best: 60.6, Mean: 2181.344
Gen: 63, Best: 60.6, Mean: 2261.6252
Gen: 64, Best: 60.6, Mean: 2198.1987
Gen: 65, Best: 60.6, Mean: 2173.6123
Gen: 66, Best: 60.6, Mean: 2158.4526
Gen: 67, Best: 60.6, Mean: 2127.201
Gen: 68, Best: 60.6, Mean: 2218.0212
Gen: 69, Best: 60.6, Mean: 2069.1204
Gen: 70, Best: 60.6, Mean: 2231.0613
Gen: 71, Best: 60.6, Mean: 2163.813
Gen: 72, Best: 60.6, Mean: 2168.0046
Gen: 73, Best: 60.6, Mean: 2177.152
Gen: 74, Best: 60.6, Mean: 2132.96
Gen: 75, Best: 60.6, Mean: 2028.0728
Gen: 76, Best: 60.6, Mean: 2071.445
Gen: 77, Best: 60.6, Mean: 2033.4436
Gen: 78, Best: 60.6, Mean: 2157.7583
Gen: 79, Best: 60.6, Mean: 2056.1763
Gen: 80, Best: 60.6, Mean: 2063.5786
Gen: 81, Best: 60.6, Mean: 2066.8665
Gen: 82, Best: 60.6, Mean: 2042.5687
Gen: 83, Best: 60.6, Mean: 2106.991
Gen: 84, Best: 60.6, Mean: 2136.5923
Gen: 85, Best: 60.6, Mean: 1952.9731
Gen: 86, Best: 60.6, Mean: 2017.8894
Gen: 87, Best: 60.6, Mean: 1969.7345
Gen: 88, Best: 60.6, Mean: 2052.51
Gen: 89, Best: 60.6, Mean: 1970.5546
Gen: 90, Best: 60.6, Mean: 2009.2914
Gen: 91, Best: 60.6, Mean: 2040.8112
Gen: 92, Best: 60.6, Mean: 2035.1432
Gen: 93, Best: 60.6, Mean: 2136.1294
Gen: 94, Best: 60.6, Mean: 1985.0057
Gen: 95, Best: 60.6, Mean: 1929.0303
Gen: 96, Best: 60.6, Mean: 1959.2625
Gen: 97, Best: 60.6, Mean: 1990.0612
Gen: 98, Best: 60.6, Mean: 2003.1495
Gen: 99, Best: 60.6, Mean: 1994.4749
Gen: 100, Best: 60.6, Mean: 2043.376
