Gen: 0, Best: 252, Mean: 1260.5044
Gen: 1, Best: 222.8, Mean: 1287.5681
Gen: 2, Best: 199.2, Mean: 1326.42
Gen: 3, Best: 199.2, Mean: 1253.4248
Gen: 4, Best: 199.2, Mean: 1313.7339
Gen: 5, Best: 136.2, Mean: 1267.6309
Gen: 6, Best: 136.2, Mean: 1264.2987
Gen: 7, Best: 136.2, Mean: 1265.2899
Gen: 8, Best: 129.2, Mean: 1230.053
Gen: 9, Best: 129.2, Mean: 1219.1074
Gen: 10, Best: 111.3, Mean: 1257.1493
Gen: 11, Best: 111.3, Mean: 1179.5132
Gen: 12, Best: 111.3, Mean: 1219.753
Gen: 13, Best: 111.3, Mean: 1262.7517
Gen: 14, Best: 111.3, Mean: 1214.5314
Gen: 15, Best: 111.3, Mean: 1249.0325
Gen: 16, Best: 111.3, Mean: 1235.3105
Gen: 17, Best: 111.3, Mean: 1212.1174
Gen: 18, Best: 111.3, Mean: 1205.7855
Gen: 19, Best: 111.3, Mean: 1218.5992
Gen: 20, Best: 111.3, Mean: 1163.141
Gen: 21, Best: 111.3, Mean: 1200.9581
Gen: 22, Best: 111.3, Mean: 1138.5254
Gen: 23, Best: 111.3, Mean: 1157.9011
Gen: 24, Best: 111.3, Mean: 1161.3767
Gen: 25, Best: 111.3, Mean: 1219.9941
Gen: 26, Best: 111.3, Mean: 1201.3179
Gen: 27, Best: 111.3, Mean: 1173.4858
Gen: 28, Best: 111.3, Mean: 1156.3616
Gen: 29, Best: 111.3, Mean: 1151.2198
Gen: 30, Best: 111.3, Mean: 1113.8632
Gen: 31, Best: 111.3, Mean: 1113.1567
Gen: 32, Best: 111.3, Mean: 1082.3868
Gen: 33, Best: 111.3, Mean: 1127.299
Gen: 34, Best: 111.3, Mean: 1185.201
Gen: 35, Best: 111.3, Mean: 1104.3163
Gen: 36, Best: 111.3, Mean: 1126.9161
Gen: 37, Best: 105.6, Mean: 1106.8453
Gen: 38, Best: 105.6, Mean: 1122.6558
Gen: 39, Best: 105.6, Mean: 1089.0172
Gen: 40, Best: 105.6, Mean: 1107.7458
Gen: 41, Best: 105.6, Mean: 1079.3439
Gen: 42, Best: 105.6, Mean: 1063.1282
Gen: 43, Best: 105.6, Mean: 1084.5997
Gen: 44, Best: 105.6, Mean: 1149.4763
Gen: 45, Best: 98.1, Mean: 1030.782
Gen: 46, Best: 98.1, Mean: 1075.6218
Gen: 47, Best: 98.1, Mean: 1114.9824
Gen: 48, Best: 98.1, Mean: 1037.6918
Gen: 49, Best: 98.1, Mean: 1084.5806
Gen: 50, Best: 98.1, Mean: 1013.5063
Gen: 51, Best: 98.1, Mean: 1056.0138
Gen: 52, Best: 98.1, Mean: 1034.401
Gen: 53, Best: 98.1, Mean: 947.8437
Gen: 54, Best: 98.1, Mean: 1033.2263
Gen: 55, Best: 98.1, Mean: 1013.06995
Gen: 56, Best: 98.1, Mean: 991.21454
Gen: 57, Best: 98.1, Mean: 961.6796
Gen: 58, Best: 98.1, Mean: 977.3345
Gen: 59, Best: 98.1, Mean: 1050.9314
Gen: 60, Best: 98.1, Mean: 1020.1441
Gen: 61, Best: 98.1, Mean: 1017.229
Gen: 62, Best: 98.1, Mean: 1050.3534
Gen: 63, Best: 98.1, Mean: 982.8448
Gen: 64, Best: 98.1, Mean: 1033.2942
Gen: 65, Best: 98.1, Mean: 998.58246
Gen: 66, Best: 98.1, Mean: 952.9397
Gen: 67, Best: 98.1, Mean: 1001.7785
Gen: 68, Best: 98.1, Mean: 960.50006
Gen: 69, Best: 98.1, Mean: 932.51324
Gen: 70, Best: 98.1, Mean: 956.8951
Gen: 71, Best: 87, Mean: 975.2464
Gen: 72, Best: 87, Mean: 970.18634
Gen: 73, Best: 87, Mean: 928.27454
Gen: 74, Best: 87, Mean: 899.0601
Gen: 75, Best: 87, Mean: 906.8562
Gen: 76, Best: 87, Mean: 984.8714
Gen: 77, Best: 87, Mean: 973.63007
Gen: 78, Best: 87, Mean: 936.18866
Gen: 79, Best: 87, Mean: 940.8077
Gen: 80, Best: 87, Mean: 951.5648
Gen: 81, Best: 87, Mean: 992.7804
Gen: 82, Best: 87, Mean: 948.19403
Gen: 83, Best: 87, Mean: 923.03973
Gen: 84, Best: 87, Mean: 910.49585
Gen: 85, Best: 87, Mean: 968.28217
Gen: 86, Best: 87, Mean: 959.3241
Gen: 87, Best: 87, Mean: 869.2606
Gen: 88, Best: 87, Mean: 912.41614
Gen: 89, Best: 87, Mean: 947.1323
Gen: 90, Best: 87, Mean: 971.7048
Gen: 91, Best: 87, Mean: 938.6821
Gen: 92, Best: 87, Mean: 939.8499
Gen: 93, Best: 87, Mean: 962.1909
Gen: 94, Best: 87, Mean: 974.49695
Gen: 95, Best: 87, Mean: 955.6489
Gen: 96, Best: 87, Mean: 924.85004
Gen: 97, Best: 87, Mean: 945.1915
Gen: 98, Best: 87, Mean: 917.6526
Gen: 99, Best: 87, Mean: 944.5244
Gen: 100, Best: 87, Mean: 909.85175
