Gen: 0, Best: 1340, Mean: 3255.5544
Gen: 1, Best: 1284.4, Mean: 3281.9285
Gen: 2, Best: 792.8, Mean: 3252.3213
Gen: 3, Best: 435, Mean: 3043.3298
Gen: 4, Best: 435, Mean: 3104.505
Gen: 5, Best: 435, Mean: 3031.5632
Gen: 6, Best: 352.8, Mean: 3180.7634
Gen: 7, Best: 352.8, Mean: 3077.8433
Gen: 8, Best: 352.8, Mean: 2988.932
Gen: 9, Best: 248.3, Mean: 2952.7434
Gen: 10, Best: 248.3, Mean: 2935.3054
Gen: 11, Best: 248.3, Mean: 2895.5454
Gen: 12, Best: 248.3, Mean: 2941.019
Gen: 13, Best: 248.3, Mean: 2972.475
Gen: 14, Best: 248.3, Mean: 3043.7822
Gen: 15, Best: 248.3, Mean: 2915.9543
Gen: 16, Best: 248.3, Mean: 2926.4963
Gen: 17, Best: 248.3, Mean: 2956.9624
Gen: 18, Best: 248.3, Mean: 2837.4504
Gen: 19, Best: 248.3, Mean: 2885.5088
Gen: 20, Best: 248.3, Mean: 2924.7625
Gen: 21, Best: 248.3, Mean: 2819.3247
Gen: 22, Best: 248.3, Mean: 2720.8777
Gen: 23, Best: 248.3, Mean: 2861.8242
Gen: 24, Best: 244.4, Mean: 2834.3696
Gen: 25, Best: 244.4, Mean: 2743.3604
Gen: 26, Best: 244.4, Mean: 2790.45
Gen: 27, Best: 244.4, Mean: 2573.8528
Gen: 28, Best: 244.4, Mean: 2748.9353
Gen: 29, Best: 244.4, Mean: 2658.7969
Gen: 30, Best: 244.4, Mean: 2643.5007
Gen: 31, Best: 244.4, Mean: 2618.024
Gen: 32, Best: 244.4, Mean: 2615.4377
Gen: 33, Best: 244.4, Mean: 2649.3298
Gen: 34, Best: 244.4, Mean: 2709.45
Gen: 35, Best: 244.4, Mean: 2735.759
Gen: 36, Best: 244.4, Mean: 2607.6008
Gen: 37, Best: 244.4, Mean: 2467.724
Gen: 38, Best: 244.4, Mean: 2671.7922
Gen: 39, Best: 244.4, Mean: 2500.7852
Gen: 40, Best: 244.4, Mean: 2596.46
Gen: 41, Best: 244.4, Mean: 2552.6626
Gen: 42, Best: 244.4, Mean: 2595.732
Gen: 43, Best: 244.4, Mean: 2586.8303
Gen: 44, Best: 244.4, Mean: 2621.2
Gen: 45, Best: 244.4, Mean: 2609.4968
Gen: 46, Best: 244.4, Mean: 2482.0413
Gen: 47, Best: 244.4, Mean: 2449.1824
Gen: 48, Best: 84.4, Mean: 2576.1797
Gen: 49, Best: 84.4, Mean: 2496.336
Gen: 50, Best: 84.4, Mean: 2453.9773
Gen: 51, Best: 84.4, Mean: 2427.585
Gen: 52, Best: 84.4, Mean: 2451.0886
Gen: 53, Best: 84.4, Mean: 2501.3901
Gen: 54, Best: 84.4, Mean: 2463.5332
Gen: 55, Best: 84.4, Mean: 2491.3865
Gen: 56, Best: 84.4, Mean: 2502.4243
Gen: 57, Best: 84.4, Mean: 2456.7678
Gen: 58, Best: 84.4, Mean: 2382.7168
Gen: 59, Best: 84.4, Mean: 2453.5674
Gen: 60, Best: 84.4, Mean: 2509.4333
Gen: 61, Best: 84.4, Mean: 2549.1765
Gen: 62, Best: 84.4, Mean: 2524.961
Gen: 63, Best: 84.4, Mean: 2423.6702
Gen: 64, Best: 84.4, Mean: 2480.115
Gen: 65, Best: 84.4, Mean: 2406.0479
Gen: 66, Best: 84.4, Mean: 2390.6843
Gen: 67, Best: 84.4, Mean: 2370.8557
Gen: 68, Best: 84.4, Mean: 2482.8105
Gen: 69, Best: 84.4, Mean: 2515.5151
Gen: 70, Best: 84.4, Mean: 2402.2383
Gen: 71, Best: 84.4, Mean: 2278.6394
Gen: 72, Best: 84.4, Mean: 2269.1826
Gen: 73, Best: 84.4, Mean: 2359.1672
Gen: 74, Best: 84.4, Mean: 2406.2844
Gen: 75, Best: 84.4, Mean: 2385.0105
Gen: 76, Best: 84.4, Mean: 2371.5688
Gen: 77, Best: 84.4, Mean: 2340.561
Gen: 78, Best: 84.4, Mean: 2352.1372
Gen: 79, Best: 84.4, Mean: 2248.6667
Gen: 80, Best: 84.4, Mean: 2382.6743
Gen: 81, Best: 84.4, Mean: 2427.3118
Gen: 82, Best: 84.4, Mean: 2374.2117
Gen: 83, Best: 84.4, Mean: 2460.2104
Gen: 84, Best: 84.4, Mean: 2256.47
Gen: 85, Best: 84.4, Mean: 2318.9905
Gen: 86, Best: 84.4, Mean: 2356.556
Gen: 87, Best: 84.4, Mean: 2301.311
Gen: 88, Best: 84.4, Mean: 2306.2568
Gen: 89, Best: 82.7, Mean: 2349.3071
Gen: 90, Best: 82.7, Mean: 2376.0945
Gen: 91, Best: 82.7, Mean: 2314.17
Gen: 92, Best: 82.7, Mean: 2410.9224
Gen: 93, Best: 82.7, Mean: 2175.3845
Gen: 94, Best: 82.7, Mean: 2284.398
Gen: 95, Best: 82.7, Mean: 2282.134
Gen: 96, Best: 82.7, Mean: 2249.9546
Gen: 97, Best: 82.7, Mean: 2320.1067
Gen: 98, Best: 82.7, Mean: 2268.537
Gen: 99, Best: 82.7, Mean: 2223.356
Gen: 100, Best: 82.7, Mean: 2251.7554
