Gen: 0, Best: 11585, Mean: 21426.484
Gen: 1, Best: 9243.9, Mean: 21355.512
Gen: 2, Best: 9243.9, Mean: 20586.82
Gen: 3, Best: 9243.9, Mean: 20991.129
Gen: 4, Best: 9243.9, Mean: 21206.846
Gen: 5, Best: 9243.9, Mean: 20858.307
Gen: 6, Best: 9243.9, Mean: 21442.428
Gen: 7, Best: 9243.9, Mean: 20784.611
Gen: 8, Best: 8883.8, Mean: 20078.385
Gen: 9, Best: 8802.2, Mean: 20330.5
Gen: 10, Best: 8802.2, Mean: 21101.924
Gen: 11, Best: 8802.2, Mean: 21360.445
Gen: 12, Best: 8802.2, Mean: 20977.135
Gen: 13, Best: 8757.9, Mean: 20685.195
Gen: 14, Best: 8757.9, Mean: 20831.734
Gen: 15, Best: 8757.9, Mean: 20815.883
Gen: 16, Best: 3443.9, Mean: 20289.32
Gen: 17, Best: 3443.9, Mean: 20009.605
Gen: 18, Best: 3443.9, Mean: 20394.906
Gen: 19, Best: 3443.9, Mean: 20616.229
Gen: 20, Best: 3443.9, Mean: 20732.465
Gen: 21, Best: 3443.9, Mean: 20265.063
Gen: 22, Best: 3443.9, Mean: 19604.656
Gen: 23, Best: 3443.9, Mean: 20510.857
Gen: 24, Best: 3443.9, Mean: 20433.771
Gen: 25, Best: 3443.9, Mean: 20360.793
Gen: 26, Best: 3443.9, Mean: 20315.988
Gen: 27, Best: 3443.9, Mean: 19978.555
Gen: 28, Best: 3443.9, Mean: 19628.838
Gen: 29, Best: 3443.9, Mean: 19381.484
Gen: 30, Best: 3443.9, Mean: 19586.17
Gen: 31, Best: 3443.9, Mean: 19246.248
Gen: 32, Best: 3443.9, Mean: 19237.5
Gen: 33, Best: 3443.9, Mean: 19447.102
Gen: 34, Best: 3443.9, Mean: 19599.04
Gen: 35, Best: 3443.9, Mean: 19368.457
Gen: 36, Best: 3443.9, Mean: 19218.244
Gen: 37, Best: 3443.9, Mean: 19222.46
Gen: 38, Best: 3443.9, Mean: 19192.541
Gen: 39, Best: 3443.9, Mean: 19240.703
Gen: 40, Best: 2989.5, Mean: 18786.383
Gen: 41, Best: 2989.5, Mean: 18923.107
Gen: 42, Best: 2989.5, Mean: 18884.893
Gen: 43, Best: 2989.5, Mean: 18884.254
Gen: 44, Best: 2989.5, Mean: 18671.197
Gen: 45, Best: 2989.5, Mean: 18449.35
Gen: 46, Best: 2989.5, Mean: 18675.771
Gen: 47, Best: 2989.5, Mean: 18834.063
Gen: 48, Best: 2989.5, Mean: 18163.813
Gen: 49, Best: 2989.5, Mean: 18537.584
Gen: 50, Best: 2989.5, Mean: 18561.424
Gen: 51, Best: 2989.5, Mean: 17582.889
Gen: 52, Best: 2989.5, Mean: 18321.498
Gen: 53, Best: 2989.5, Mean: 17594.088
Gen: 54, Best: 2989.5, Mean: 17712.518
Gen: 55, Best: 2989.5, Mean: 18195.994
Gen: 56, Best: 2989.5, Mean: 17796.098
Gen: 57, Best: 2989.5, Mean: 17556.76
Gen: 58, Best: 2989.5, Mean: 17513.701
Gen: 59, Best: 2989.5, Mean: 16078.615
Gen: 60, Best: 2989.5, Mean: 16118.489
Gen: 61, Best: 2515.9, Mean: 16089.915
Gen: 62, Best: 2515.9, Mean: 16680.715
Gen: 63, Best: 2515.9, Mean: 16754.34
Gen: 64, Best: 2515.9, Mean: 15923.162
Gen: 65, Best: 2515.9, Mean: 16030.419
Gen: 66, Best: 2362, Mean: 15963.495
Gen: 67, Best: 2362, Mean: 15924.904
Gen: 68, Best: 2362, Mean: 14827.595
Gen: 69, Best: 2362, Mean: 15405.49
Gen: 70, Best: 2362, Mean: 15337.345
Gen: 71, Best: 2362, Mean: 15137.787
Gen: 72, Best: 2362, Mean: 14842.388
Gen: 73, Best: 2362, Mean: 14216.814
Gen: 74, Best: 2362, Mean: 14712.379
Gen: 75, Best: 2362, Mean: 14596.595
Gen: 76, Best: 2362, Mean: 14468.381
Gen: 77, Best: 2362, Mean: 13944.09
Gen: 78, Best: 1115, Mean: 14133.236
Gen: 79, Best: 1115, Mean: 13199.995
Gen: 80, Best: 1115, Mean: 13320.317
Gen: 81, Best: 1115, Mean: 12898.874
Gen: 82, Best: 1115, Mean: 13036.851
Gen: 83, Best: 121.2, Mean: 13554.253
Gen: 84, Best: 121.2, Mean: 12890.949
Gen: 85, Best: 121.2, Mean: 13184.809
Gen: 86, Best: 121.2, Mean: 13030.769
Gen: 87, Best: 121.2, Mean: 13300.658
Gen: 88, Best: 121.2, Mean: 12666.64
Gen: 89, Best: 121.2, Mean: 12790.276
Gen: 90, Best: 89.1, Mean: 13210.349
Gen: 91, Best: 89.1, Mean: 12818.381
Gen: 92, Best: 86.1, Mean: 13382.219
Gen: 93, Best: 86.1, Mean: 13187.581
Gen: 94, Best: 86.1, Mean: 12653.003
Gen: 95, Best: 86.1, Mean: 13712.5625
Gen: 96, Best: 86.1, Mean: 12781.223
Gen: 97, Best: 86.1, Mean: 12873.608
Gen: 98, Best: 86.1, Mean: 13248.695
Gen: 99, Best: 86.1, Mean: 12688.824
Gen: 100, Best: 86.1, Mean: 12531.095
