Gen: 0, Best: 821.7, Mean: 3196.4885
Gen: 1, Best: 821.7, Mean: 3161.2683
Gen: 2, Best: 821.7, Mean: 3144.311
Gen: 3, Best: 821.7, Mean: 3099.1423
Gen: 4, Best: 821.7, Mean: 3093.2168
Gen: 5, Best: 821.7, Mean: 3051.741
Gen: 6, Best: 821.7, Mean: 3231.7546
Gen: 7, Best: 295.3, Mean: 3072.8428
Gen: 8, Best: 295.3, Mean: 2868.2673
Gen: 9, Best: 295.3, Mean: 3169.264
Gen: 10, Best: 295.3, Mean: 3038.0212
Gen: 11, Best: 295.3, Mean: 3067.35
Gen: 12, Best: 295.3, Mean: 2975.52
Gen: 13, Best: 295.3, Mean: 2934.579
Gen: 14, Best: 295.3, Mean: 2871.3196
Gen: 15, Best: 295.3, Mean: 2977.3794
Gen: 16, Best: 295.3, Mean: 2883.2634
Gen: 17, Best: 295.3, Mean: 2902.2048
Gen: 18, Best: 295.3, Mean: 2935.5845
Gen: 19, Best: 295.3, Mean: 2878.361
Gen: 20, Best: 218.2, Mean: 2817.327
Gen: 21, Best: 218.2, Mean: 2855.8723
Gen: 22, Best: 218.2, Mean: 2764.6555
Gen: 23, Best: 218.2, Mean: 2845.1682
Gen: 24, Best: 218.2, Mean: 2848.884
Gen: 25, Best: 178.2, Mean: 2685.794
Gen: 26, Best: 178.2, Mean: 2654.158
Gen: 27, Best: 178.2, Mean: 2709.1296
Gen: 28, Best: 178.2, Mean: 2663.2412
Gen: 29, Best: 178.2, Mean: 2667.0159
Gen: 30, Best: 178.2, Mean: 2534.0295
Gen: 31, Best: 178.2, Mean: 2480.3987
Gen: 32, Best: 178.2, Mean: 2631.8599
Gen: 33, Best: 178.2, Mean: 2568.323
Gen: 34, Best: 178.2, Mean: 2469.8782
Gen: 35, Best: 178.2, Mean: 2570.2957
Gen: 36, Best: 178.2, Mean: 2468.573
Gen: 37, Best: 178.2, Mean: 2359.4873
Gen: 38, Best: 178.2, Mean: 2321.9087
Gen: 39, Best: 178.2, Mean: 2434.2747
Gen: 40, Best: 178.2, Mean: 2334.0747
Gen: 41, Best: 101.8, Mean: 2294.2925
Gen: 42, Best: 101.8, Mean: 2319.641
Gen: 43, Best: 100, Mean: 2255.0652
Gen: 44, Best: 100, Mean: 2267.7275
Gen: 45, Best: 100, Mean: 2246.2822
Gen: 46, Best: 100, Mean: 2161.6826
Gen: 47, Best: 100, Mean: 2041.1279
Gen: 48, Best: 100, Mean: 2384.148
Gen: 49, Best: 100, Mean: 2095.8647
Gen: 50, Best: 100, Mean: 2126.5723
Gen: 51, Best: 100, Mean: 2100.6096
Gen: 52, Best: 97.5, Mean: 2073.4976
Gen: 53, Best: 97.5, Mean: 2113.9038
Gen: 54, Best: 97.5, Mean: 2038.6545
Gen: 55, Best: 97.5, Mean: 2129.3025
Gen: 56, Best: 97.5, Mean: 1985.3467
Gen: 57, Best: 97.5, Mean: 2177.8374
Gen: 58, Best: 97.5, Mean: 2060.9382
Gen: 59, Best: 97.5, Mean: 1874.5442
Gen: 60, Best: 97.5, Mean: 2039.0898
Gen: 61, Best: 97.5, Mean: 2068.284
Gen: 62, Best: 97.5, Mean: 1981.2896
Gen: 63, Best: 79.2, Mean: 1978.5992
Gen: 64, Best: 79.2, Mean: 1818.3657
Gen: 65, Best: 79.2, Mean: 1946.0245
Gen: 66, Best: 79.2, Mean: 1980.4414
Gen: 67, Best: 79.2, Mean: 1971.6807
Gen: 68, Best: 79.2, Mean: 1976.662
Gen: 69, Best: 79.2, Mean: 1934.553
Gen: 70, Best: 79.2, Mean: 2026.0067
Gen: 71, Best: 79.2, Mean: 1962.013
Gen: 72, Best: 79.2, Mean: 1955.662
Gen: 73, Best: 79.2, Mean: 1979.7672
Gen: 74, Best: 79.2, Mean: 1893.53
Gen: 75, Best: 79.2, Mean: 1874.6714
Gen: 76, Best: 79.2, Mean: 1951.084
Gen: 77, Best: 79.2, Mean: 1865.4475
Gen: 78, Best: 79.2, Mean: 1865.3937
Gen: 79, Best: 79.2, Mean: 1877.3864
Gen: 80, Best: 79.2, Mean: 1745.2758
Gen: 81, Best: 79.2, Mean: 1755.3623
Gen: 82, Best: 79.2, Mean: 1832.6761
Gen: 83, Best: 79.2, Mean: 1895.7124
Gen: 84, Best: 79.2, Mean: 1857.2035
Gen: 85, Best: 79.2, Mean: 1785.1642
Gen: 86, Best: 79.2, Mean: 1890.5658
Gen: 87, Best: 79.2, Mean: 1863.9849
Gen: 88, Best: 79.2, Mean: 1835.709
Gen: 89, Best: 79.2, Mean: 1880.4392
Gen: 90, Best: 79.2, Mean: 1904.5464
Gen: 91, Best: 79.2, Mean: 1859.0708
Gen: 92, Best: 79.2, Mean: 1998.0476
Gen: 93, Best: 79.2, Mean: 1812.5256
Gen: 94, Best: 79.2, Mean: 1825.5068
Gen: 95, Best: 79.2, Mean: 1796.8257
Gen: 96, Best: 79.2, Mean: 1813.0607
Gen: 97, Best: 79.2, Mean: 1742.785
Gen: 98, Best: 79.2, Mean: 1737.8271
Gen: 99, Best: 79.2, Mean: 1884.6183
Gen: 100, Best: 79.2, Mean: 1851.9484
