Gen: 0, Best: 170, Mean: 1064.274
Gen: 1, Best: 115.2, Mean: 1079.066
Gen: 2, Best: 115.2, Mean: 1113.6034
Gen: 3, Best: 115.2, Mean: 1046.2606
Gen: 4, Best: 115.2, Mean: 1091.6876
Gen: 5, Best: 115.2, Mean: 983.9424
Gen: 6, Best: 115.2, Mean: 1029.5681
Gen: 7, Best: 82.9, Mean: 952.8498
Gen: 8, Best: 82.9, Mean: 1004.3154
Gen: 9, Best: 81.7, Mean: 935.30664
Gen: 10, Best: 81.7, Mean: 934.10364
Gen: 11, Best: 58, Mean: 930.4327
Gen: 12, Best: 58, Mean: 864.5904
Gen: 13, Best: 53.5, Mean: 899.5488
Gen: 14, Best: 53.5, Mean: 839.5569
Gen: 15, Best: 53.1, Mean: 860.33203
Gen: 16, Best: 53.1, Mean: 923.8315
Gen: 17, Best: 50, Mean: 840.42395
Gen: 18, Best: 50, Mean: 800.2796
Gen: 19, Best: 50, Mean: 780.90405
Gen: 20, Best: 50, Mean: 781.4646
Gen: 21, Best: 47.1, Mean: 834.2812
Gen: 22, Best: 47.1, Mean: 769.05115
Gen: 23, Best: 47.1, Mean: 781.24774
Gen: 24, Best: 47.1, Mean: 720.2433
Gen: 25, Best: 47.1, Mean: 743.1999
Gen: 26, Best: 47.1, Mean: 704.51587
Gen: 27, Best: 46.4, Mean: 690.10315
Gen: 28, Best: 46.4, Mean: 737.2886
Gen: 29, Best: 46.4, Mean: 682.9761
Gen: 30, Best: 46.4, Mean: 679.73724
Gen: 31, Best: 46.4, Mean: 681.3955
Gen: 32, Best: 46.4, Mean: 647.0288
Gen: 33, Best: 46.4, Mean: 562.71985
Gen: 34, Best: 46.4, Mean: 638.3874
Gen: 35, Best: 46.4, Mean: 651.68964
Gen: 36, Best: 46.4, Mean: 604.55176
Gen: 37, Best: 46.2, Mean: 590.8875
Gen: 38, Best: 46.2, Mean: 605.67755
Gen: 39, Best: 45.3, Mean: 587.53033
Gen: 40, Best: 45.3, Mean: 607.81085
Gen: 41, Best: 43.8, Mean: 580.48035
Gen: 42, Best: 43.8, Mean: 546.8461
Gen: 43, Best: 42.2, Mean: 514.08954
Gen: 44, Best: 42.2, Mean: 523.17816
Gen: 45, Best: 42.2, Mean: 488.34985
Gen: 46, Best: 42.2, Mean: 487.87668
Gen: 47, Best: 42.2, Mean: 530.8891
Gen: 48, Best: 42.2, Mean: 525.1597
Gen: 49, Best: 40.5, Mean: 543.56775
Gen: 50, Best: 40.5, Mean: 489.4357
Gen: 51, Best: 40.5, Mean: 498.12576
Gen: 52, Best: 40.5, Mean: 480.64618
Gen: 53, Best: 40.5, Mean: 464.18607
Gen: 54, Best: 40.5, Mean: 490.12543
Gen: 55, Best: 40.5, Mean: 526.19507
Gen: 56, Best: 40.5, Mean: 473.9352
Gen: 57, Best: 40.5, Mean: 463.2367
Gen: 58, Best: 40.5, Mean: 467.48056
Gen: 59, Best: 40.5, Mean: 461.60742
Gen: 60, Best: 39.8, Mean: 422.59485
Gen: 61, Best: 39.8, Mean: 469.60855
Gen: 62, Best: 39.8, Mean: 480.5209
Gen: 63, Best: 39.8, Mean: 411.6158
Gen: 64, Best: 39.8, Mean: 472.8443
Gen: 65, Best: 39.8, Mean: 429.91635
Gen: 66, Best: 39.8, Mean: 408.23538
Gen: 67, Best: 39.8, Mean: 385.4562
Gen: 68, Best: 39.8, Mean: 432.90558
Gen: 69, Best: 39.8, Mean: 399.8817
Gen: 70, Best: 39.8, Mean: 442.61975
Gen: 71, Best: 39.8, Mean: 417.63834
Gen: 72, Best: 39.8, Mean: 465.32184
Gen: 73, Best: 39.8, Mean: 417.34177
Gen: 74, Best: 39.8, Mean: 384.06876
Gen: 75, Best: 39.8, Mean: 411.9349
Gen: 76, Best: 39.8, Mean: 376.22687
Gen: 77, Best: 39.8, Mean: 376.00797
Gen: 78, Best: 38.9, Mean: 390.94186
Gen: 79, Best: 38.9, Mean: 383.17026
Gen: 80, Best: 38.9, Mean: 440.3509
Gen: 81, Best: 38.9, Mean: 413.2482
Gen: 82, Best: 38.9, Mean: 377.41388
Gen: 83, Best: 38.9, Mean: 413.19846
Gen: 84, Best: 38.9, Mean: 403.02094
Gen: 85, Best: 38.9, Mean: 376.595
Gen: 86, Best: 35.8, Mean: 366.2264
Gen: 87, Best: 35.8, Mean: 395.58517
Gen: 88, Best: 35.8, Mean: 370.2513
Gen: 89, Best: 35.8, Mean: 374.7697
Gen: 90, Best: 35.8, Mean: 367.39435
Gen: 91, Best: 35.8, Mean: 367.60535
Gen: 92, Best: 35.8, Mean: 376.0499
Gen: 93, Best: 35.8, Mean: 358.81104
Gen: 94, Best: 35.8, Mean: 378.72943
Gen: 95, Best: 35.8, Mean: 384.9872
Gen: 96, Best: 35.8, Mean: 364.106
Gen: 97, Best: 35.8, Mean: 406.8244
Gen: 98, Best: 35.8, Mean: 353.86166
Gen: 99, Best: 35.8, Mean: 332.99258
Gen: 100, Best: 35.8, Mean: 375.7402
