Gen: 0, Best: 172.7, Mean: 1205.9515
Gen: 1, Best: 172.7, Mean: 1120.8597
Gen: 2, Best: 141.1, Mean: 1129.7357
Gen: 3, Best: 103.3, Mean: 1077.668
Gen: 4, Best: 103.3, Mean: 1028.9896
Gen: 5, Best: 103.3, Mean: 1042.0146
Gen: 6, Best: 103.3, Mean: 1079.7788
Gen: 7, Best: 80.4, Mean: 982.5718
Gen: 8, Best: 80.4, Mean: 1035.66
Gen: 9, Best: 65.6, Mean: 1010.5718
Gen: 10, Best: 65, Mean: 974.64386
Gen: 11, Best: 65, Mean: 989.58356
Gen: 12, Best: 65, Mean: 880.22705
Gen: 13, Best: 65, Mean: 932.58813
Gen: 14, Best: 65, Mean: 900.6229
Gen: 15, Best: 65, Mean: 910.5975
Gen: 16, Best: 65, Mean: 852.9291
Gen: 17, Best: 65, Mean: 885.9704
Gen: 18, Best: 65, Mean: 867.31934
Gen: 19, Best: 65, Mean: 857.53656
Gen: 20, Best: 65, Mean: 883.4134
Gen: 21, Best: 65, Mean: 879.8573
Gen: 22, Best: 65, Mean: 804.8006
Gen: 23, Best: 65, Mean: 799.4464
Gen: 24, Best: 56.1, Mean: 797.90106
Gen: 25, Best: 56.1, Mean: 828.43317
Gen: 26, Best: 56.1, Mean: 765.8427
Gen: 27, Best: 56.1, Mean: 781.96027
Gen: 28, Best: 49.4, Mean: 776.8205
Gen: 29, Best: 49.4, Mean: 802.4883
Gen: 30, Best: 49.4, Mean: 773.8441
Gen: 31, Best: 49.4, Mean: 769.69604
Gen: 32, Best: 49.4, Mean: 774.55817
Gen: 33, Best: 49.4, Mean: 738.26935
Gen: 34, Best: 49.4, Mean: 724.40643
Gen: 35, Best: 47.9, Mean: 660.5642
Gen: 36, Best: 47.9, Mean: 668.817
Gen: 37, Best: 47.9, Mean: 692.7182
Gen: 38, Best: 47.9, Mean: 641.85986
Gen: 39, Best: 47.9, Mean: 646.833
Gen: 40, Best: 47.9, Mean: 675.8946
Gen: 41, Best: 47.9, Mean: 688.08685
Gen: 42, Best: 47.9, Mean: 681.97363
Gen: 43, Best: 47.9, Mean: 604.7413
Gen: 44, Best: 47.9, Mean: 621.62384
Gen: 45, Best: 47.9, Mean: 601.2767
Gen: 46, Best: 47.9, Mean: 631.25964
Gen: 47, Best: 47.3, Mean: 636.1333
Gen: 48, Best: 47.3, Mean: 592.7591
Gen: 49, Best: 47.3, Mean: 526.2309
Gen: 50, Best: 47.2, Mean: 585.0009
Gen: 51, Best: 47.2, Mean: 613.33484
Gen: 52, Best: 47.2, Mean: 554.0035
Gen: 53, Best: 44.8, Mean: 492.50992
Gen: 54, Best: 44.8, Mean: 514.9304
Gen: 55, Best: 44.8, Mean: 526.28973
Gen: 56, Best: 44.8, Mean: 495.02188
Gen: 57, Best: 44.8, Mean: 525.6482
Gen: 58, Best: 44.8, Mean: 529.7301
Gen: 59, Best: 44.8, Mean: 488.05225
Gen: 60, Best: 44.8, Mean: 501.03888
Gen: 61, Best: 44.8, Mean: 485.45578
Gen: 62, Best: 44.8, Mean: 471.01062
Gen: 63, Best: 44.8, Mean: 481.48853
Gen: 64, Best: 44.8, Mean: 464.21335
Gen: 65, Best: 44.8, Mean: 494.01196
Gen: 66, Best: 44.8, Mean: 461.97714
Gen: 67, Best: 44.8, Mean: 446.2801
Gen: 68, Best: 44.8, Mean: 433.2453
Gen: 69, Best: 44.8, Mean: 458.9061
Gen: 70, Best: 44.8, Mean: 442.52902
Gen: 71, Best: 44.8, Mean: 411.8831
Gen: 72, Best: 44.8, Mean: 449.43704
Gen: 73, Best: 40.8, Mean: 396.56622
Gen: 74, Best: 40.8, Mean: 391.25323
Gen: 75, Best: 40.8, Mean: 418.3666
Gen: 76, Best: 40.8, Mean: 464.49548
Gen: 77, Best: 40.8, Mean: 443.69598
Gen: 78, Best: 40.8, Mean: 425.71936
Gen: 79, Best: 40.8, Mean: 437.6906
Gen: 80, Best: 40.8, Mean: 451.02643
Gen: 81, Best: 40.8, Mean: 425.93982
Gen: 82, Best: 40.8, Mean: 429.36804
Gen: 83, Best: 40.8, Mean: 439.4682
Gen: 84, Best: 40.8, Mean: 422.25076
Gen: 85, Best: 40.8, Mean: 412.34818
Gen: 86, Best: 40.8, Mean: 369.62485
Gen: 87, Best: 40.8, Mean: 398.0324
Gen: 88, Best: 40.8, Mean: 410.42197
Gen: 89, Best: 40.8, Mean: 361.65024
Gen: 90, Best: 40.8, Mean: 438.5496
Gen: 91, Best: 40.8, Mean: 382.9653
Gen: 92, Best: 40.8, Mean: 394.8393
Gen: 93, Best: 40.8, Mean: 405.5864
Gen: 94, Best: 40.8, Mean: 395.13583
Gen: 95, Best: 40.8, Mean: 400.8035
Gen: 96, Best: 40.8, Mean: 416.20886
Gen: 97, Best: 40.8, Mean: 363.52582
Gen: 98, Best: 40.8, Mean: 398.603
Gen: 99, Best: 40.8, Mean: 400.39355
Gen: 100, Best: 40.8, Mean: 378.13434
