Gen: 0, Best: 12976.8, Mean: 23044.924
Gen: 1, Best: 12399, Mean: 22524.355
Gen: 2, Best: 12399, Mean: 22537.656
Gen: 3, Best: 12000.5, Mean: 23346.398
Gen: 4, Best: 10584.1, Mean: 21841.533
Gen: 5, Best: 10584.1, Mean: 22254.918
Gen: 6, Best: 10584.1, Mean: 22399.615
Gen: 7, Best: 10584.1, Mean: 22629.617
Gen: 8, Best: 10584.1, Mean: 22101.21
Gen: 9, Best: 10584.1, Mean: 22284.3
Gen: 10, Best: 4000.2, Mean: 21975.773
Gen: 11, Best: 4000.2, Mean: 21793.38
Gen: 12, Best: 4000.2, Mean: 22014.203
Gen: 13, Best: 4000.2, Mean: 21454.154
Gen: 14, Best: 4000.2, Mean: 21688.207
Gen: 15, Best: 4000.2, Mean: 21576.762
Gen: 16, Best: 4000.2, Mean: 22062.328
Gen: 17, Best: 4000.2, Mean: 21123.633
Gen: 18, Best: 4000.2, Mean: 21173.521
Gen: 19, Best: 4000.2, Mean: 21071.52
Gen: 20, Best: 4000.2, Mean: 21391.184
Gen: 21, Best: 4000.2, Mean: 21175.291
Gen: 22, Best: 4000.2, Mean: 20703.545
Gen: 23, Best: 4000.2, Mean: 20804.42
Gen: 24, Best: 4000.2, Mean: 20414.662
Gen: 25, Best: 4000.2, Mean: 20454.816
Gen: 26, Best: 4000.2, Mean: 20033.154
Gen: 27, Best: 4000.2, Mean: 21017.873
Gen: 28, Best: 4000.2, Mean: 19261.844
Gen: 29, Best: 4000.2, Mean: 19832.8
Gen: 30, Best: 4000.2, Mean: 19503.271
Gen: 31, Best: 4000.2, Mean: 19849.855
Gen: 32, Best: 4000.2, Mean: 19423.854
Gen: 33, Best: 4000.2, Mean: 19459.293
Gen: 34, Best: 4000.2, Mean: 19286.514
Gen: 35, Best: 4000.2, Mean: 19420.629
Gen: 36, Best: 4000.2, Mean: 19107.803
Gen: 37, Best: 4000.2, Mean: 19318.178
Gen: 38, Best: 4000.2, Mean: 19233.146
Gen: 39, Best: 4000.2, Mean: 18253.162
Gen: 40, Best: 4000.2, Mean: 18324.723
Gen: 41, Best: 4000.2, Mean: 18673.646
Gen: 42, Best: 4000.2, Mean: 18792.758
Gen: 43, Best: 4000.2, Mean: 18347.848
Gen: 44, Best: 4000.2, Mean: 18307.188
Gen: 45, Best: 4000.2, Mean: 17868.244
Gen: 46, Best: 4000.2, Mean: 17520.852
Gen: 47, Best: 4000.2, Mean: 17769.744
Gen: 48, Best: 2409.4, Mean: 17683.797
Gen: 49, Best: 2409.4, Mean: 18251.666
Gen: 50, Best: 2409.4, Mean: 17728.352
Gen: 51, Best: 2409.4, Mean: 18273.324
Gen: 52, Best: 2409.4, Mean: 17996.277
Gen: 53, Best: 2409.4, Mean: 17180.328
Gen: 54, Best: 2409.4, Mean: 17139.223
Gen: 55, Best: 2409.4, Mean: 17826.225
Gen: 56, Best: 2409.4, Mean: 17219.871
Gen: 57, Best: 2409.4, Mean: 17412.324
Gen: 58, Best: 2409.4, Mean: 17551.44
Gen: 59, Best: 2409.4, Mean: 17120.662
Gen: 60, Best: 2409.4, Mean: 17473.268
Gen: 61, Best: 2409.4, Mean: 17421.838
Gen: 62, Best: 2409.4, Mean: 17171.848
Gen: 63, Best: 2409.4, Mean: 17494.766
Gen: 64, Best: 2409.4, Mean: 17084.002
Gen: 65, Best: 2409.4, Mean: 17569.225
Gen: 66, Best: 2409.4, Mean: 17649.898
Gen: 67, Best: 2409.4, Mean: 17260.822
Gen: 68, Best: 2409.4, Mean: 17575.826
Gen: 69, Best: 2409.4, Mean: 17520.422
Gen: 70, Best: 2409.4, Mean: 17057.59
Gen: 71, Best: 2409.4, Mean: 17362.344
Gen: 72, Best: 2409.4, Mean: 16618.256
Gen: 73, Best: 2409.4, Mean: 17119.396
Gen: 74, Best: 1454, Mean: 17420.71
Gen: 75, Best: 1454, Mean: 17107.625
Gen: 76, Best: 1454, Mean: 17147.436
Gen: 77, Best: 1454, Mean: 17044.107
Gen: 78, Best: 1454, Mean: 17142.035
Gen: 79, Best: 1454, Mean: 16823.53
Gen: 80, Best: 1454, Mean: 16572.938
Gen: 81, Best: 1454, Mean: 16856.133
Gen: 82, Best: 1454, Mean: 16868.37
Gen: 83, Best: 1454, Mean: 17173.787
Gen: 84, Best: 1454, Mean: 16737.375
Gen: 85, Best: 1454, Mean: 16145
Gen: 86, Best: 1454, Mean: 16569.432
Gen: 87, Best: 1454, Mean: 16225.41
Gen: 88, Best: 1454, Mean: 15948.946
Gen: 89, Best: 1454, Mean: 16302.282
Gen: 90, Best: 1454, Mean: 16638.197
Gen: 91, Best: 1454, Mean: 16672.953
Gen: 92, Best: 1454, Mean: 15942.336
Gen: 93, Best: 1454, Mean: 16526.58
Gen: 94, Best: 1454, Mean: 15661.081
Gen: 95, Best: 1454, Mean: 15501.021
Gen: 96, Best: 1454, Mean: 15720.669
Gen: 97, Best: 1454, Mean: 16073.517
Gen: 98, Best: 1454, Mean: 15571.174
Gen: 99, Best: 1454, Mean: 16003.27
Gen: 100, Best: 1454, Mean: 16438.094
