Gen: 0, Best: 1299, Mean: 11286.991
Gen: 1, Best: 496.1, Mean: 10583.46
Gen: 2, Best: 496.1, Mean: 10415.462
Gen: 3, Best: 496.1, Mean: 10933.326
Gen: 4, Best: 496.1, Mean: 10341.828
Gen: 5, Best: 496.1, Mean: 10221.871
Gen: 6, Best: 421.3, Mean: 10394.753
Gen: 7, Best: 421.3, Mean: 10813.808
Gen: 8, Best: 421.3, Mean: 10335.19
Gen: 9, Best: 421.3, Mean: 10551.641
Gen: 10, Best: 421.3, Mean: 10268.045
Gen: 11, Best: 421.3, Mean: 9367.688
Gen: 12, Best: 421.3, Mean: 9164.178
Gen: 13, Best: 421.3, Mean: 8662.133
Gen: 14, Best: 421.3, Mean: 8920.945
Gen: 15, Best: 326.1, Mean: 8249.538
Gen: 16, Best: 326.1, Mean: 8292.231
Gen: 17, Best: 326.1, Mean: 8668.583
Gen: 18, Best: 326.1, Mean: 8237.458
Gen: 19, Best: 70.8, Mean: 7951.729
Gen: 20, Best: 70.8, Mean: 8483.312
Gen: 21, Best: 70.8, Mean: 7874.4595
Gen: 22, Best: 70.8, Mean: 7848.682
Gen: 23, Best: 70.8, Mean: 7516.902
Gen: 24, Best: 70.8, Mean: 7621.287
Gen: 25, Best: 70.8, Mean: 7470.8706
Gen: 26, Best: 70.8, Mean: 7429.484
Gen: 27, Best: 70.8, Mean: 7290.8794
Gen: 28, Best: 70.8, Mean: 7216.655
Gen: 29, Best: 70.8, Mean: 7393.597
Gen: 30, Best: 70.8, Mean: 7045.545
Gen: 31, Best: 70.8, Mean: 7064.9883
Gen: 32, Best: 70.8, Mean: 6867.7393
Gen: 33, Best: 70.8, Mean: 6628.1455
Gen: 34, Best: 70.8, Mean: 6260.8867
Gen: 35, Best: 70.8, Mean: 6781.7974
Gen: 36, Best: 70.8, Mean: 6402.5674
Gen: 37, Best: 70.8, Mean: 6685.468
Gen: 38, Best: 70.8, Mean: 6717.6587
Gen: 39, Best: 58.5, Mean: 6531.4766
Gen: 40, Best: 58.5, Mean: 6673.1655
Gen: 41, Best: 58.5, Mean: 6060.4688
Gen: 42, Best: 58.5, Mean: 6376.968
Gen: 43, Best: 58.5, Mean: 6296.593
Gen: 44, Best: 58.5, Mean: 6147.4565
Gen: 45, Best: 58.5, Mean: 6214.122
Gen: 46, Best: 58.5, Mean: 6058.291
Gen: 47, Best: 58.5, Mean: 6101.696
Gen: 48, Best: 58.5, Mean: 5620.0093
Gen: 49, Best: 58.5, Mean: 6028.0635
Gen: 50, Best: 58.5, Mean: 6360.635
Gen: 51, Best: 58.5, Mean: 6564.599
Gen: 52, Best: 58.5, Mean: 6151.8066
Gen: 53, Best: 58.5, Mean: 6097.51
Gen: 54, Best: 58.5, Mean: 6360.843
Gen: 55, Best: 58.5, Mean: 5964.3677
Gen: 56, Best: 58.5, Mean: 5794.846
Gen: 57, Best: 58.5, Mean: 5833.8164
Gen: 58, Best: 58.5, Mean: 6428.1167
Gen: 59, Best: 58.5, Mean: 5829.135
Gen: 60, Best: 58.5, Mean: 5813.2847
Gen: 61, Best: 58.5, Mean: 5945.645
Gen: 62, Best: 58.5, Mean: 5657.5713
Gen: 63, Best: 58.5, Mean: 5980.1406
Gen: 64, Best: 58.5, Mean: 5695.8823
Gen: 65, Best: 58.5, Mean: 5692.138
Gen: 66, Best: 58.5, Mean: 5330.472
Gen: 67, Best: 58.5, Mean: 5226.791
Gen: 68, Best: 58.5, Mean: 5565.158
Gen: 69, Best: 58.5, Mean: 5620.6836
Gen: 70, Best: 58.5, Mean: 5454.051
Gen: 71, Best: 58.5, Mean: 5046.667
Gen: 72, Best: 58.5, Mean: 5256.8076
Gen: 73, Best: 58.5, Mean: 5384.2837
Gen: 74, Best: 58.5, Mean: 5661.1953
Gen: 75, Best: 58.5, Mean: 5366.114
Gen: 76, Best: 58.5, Mean: 5230.8037
Gen: 77, Best: 58.5, Mean: 5768.3936
Gen: 78, Best: 58.5, Mean: 5233.1826
Gen: 79, Best: 58.5, Mean: 5290.707
Gen: 80, Best: 58.5, Mean: 5673.298
Gen: 81, Best: 58.5, Mean: 5294.705
Gen: 82, Best: 58.5, Mean: 4990.119
Gen: 83, Best: 58.5, Mean: 5466.3267
Gen: 84, Best: 58.5, Mean: 5275.1567
Gen: 85, Best: 58.5, Mean: 5410.8755
Gen: 86, Best: 58.5, Mean: 5338.9414
Gen: 87, Best: 58.5, Mean: 5034.3545
Gen: 88, Best: 58.5, Mean: 4942.8223
Gen: 89, Best: 58.5, Mean: 5046.5815
Gen: 90, Best: 58.5, Mean: 4929.049
Gen: 91, Best: 58.5, Mean: 5187.954
Gen: 92, Best: 58.5, Mean: 5012.7373
Gen: 93, Best: 58.5, Mean: 5113.2754
Gen: 94, Best: 58.5, Mean: 5023.1733
Gen: 95, Best: 58.5, Mean: 5108.224
Gen: 96, Best: 58.5, Mean: 4973.9272
Gen: 97, Best: 58.5, Mean: 4811.9634
Gen: 98, Best: 58.5, Mean: 4863.6606
Gen: 99, Best: 58.5, Mean: 4699.863
Gen: 100, Best: 58.5, Mean: 4736.254
