Gen: 0, Best: 12417.2, Mean: 22842.32
Gen: 1, Best: 10475.7, Mean: 22595.082
Gen: 2, Best: 10475.7, Mean: 22930.867
Gen: 3, Best: 10475.7, Mean: 23268.203
Gen: 4, Best: 10475.7, Mean: 23044.62
Gen: 5, Best: 10475.7, Mean: 22714.313
Gen: 6, Best: 10475.7, Mean: 22639.516
Gen: 7, Best: 10475.7, Mean: 23244.627
Gen: 8, Best: 10475.7, Mean: 22469.04
Gen: 9, Best: 10212.8, Mean: 22879.854
Gen: 10, Best: 9545.2, Mean: 23285.375
Gen: 11, Best: 9186.4, Mean: 22584.33
Gen: 12, Best: 9186.4, Mean: 22669.117
Gen: 13, Best: 9186.4, Mean: 22472.924
Gen: 14, Best: 9186.4, Mean: 22481.693
Gen: 15, Best: 9186.4, Mean: 22351.67
Gen: 16, Best: 9186.4, Mean: 22619.018
Gen: 17, Best: 9186.4, Mean: 22675.063
Gen: 18, Best: 9186.4, Mean: 23171.951
Gen: 19, Best: 9186.4, Mean: 22479.352
Gen: 20, Best: 9186.4, Mean: 22564.984
Gen: 21, Best: 9186.4, Mean: 22226.621
Gen: 22, Best: 8834.8, Mean: 22691.553
Gen: 23, Best: 8834.8, Mean: 22233.738
Gen: 24, Best: 8834.8, Mean: 22013.32
Gen: 25, Best: 8834.8, Mean: 22255.664
Gen: 26, Best: 8834.8, Mean: 22182.781
Gen: 27, Best: 8834.8, Mean: 22778.375
Gen: 28, Best: 8834.8, Mean: 21954.656
Gen: 29, Best: 8834.8, Mean: 21997.973
Gen: 30, Best: 8834.8, Mean: 22221.8
Gen: 31, Best: 8834.8, Mean: 22400.672
Gen: 32, Best: 8834.8, Mean: 22017.193
Gen: 33, Best: 6906.8, Mean: 21989.3
Gen: 34, Best: 6906.8, Mean: 21862.5
Gen: 35, Best: 6906.8, Mean: 22117.463
Gen: 36, Best: 6906.8, Mean: 22216.918
Gen: 37, Best: 6906.8, Mean: 21678.498
Gen: 38, Best: 6906.8, Mean: 21797.936
Gen: 39, Best: 6906.8, Mean: 21604.543
Gen: 40, Best: 6906.8, Mean: 21856.908
Gen: 41, Best: 6906.8, Mean: 21804.016
Gen: 42, Best: 6906.8, Mean: 21627.719
Gen: 43, Best: 6906.8, Mean: 21811.475
Gen: 44, Best: 6906.8, Mean: 21797.154
Gen: 45, Best: 6906.8, Mean: 21178.254
Gen: 46, Best: 6906.8, Mean: 21567.184
Gen: 47, Best: 6906.8, Mean: 21619.002
Gen: 48, Best: 6906.8, Mean: 21134.555
Gen: 49, Best: 6906.8, Mean: 21401.203
Gen: 50, Best: 6906.8, Mean: 21819.764
Gen: 51, Best: 6906.8, Mean: 20968.094
Gen: 52, Best: 6906.8, Mean: 21459.62
Gen: 53, Best: 6906.8, Mean: 21131.809
Gen: 54, Best: 6906.8, Mean: 20790.342
Gen: 55, Best: 6906.8, Mean: 21571.752
Gen: 56, Best: 6906.8, Mean: 21530.275
Gen: 57, Best: 6906.8, Mean: 20409.508
Gen: 58, Best: 6906.8, Mean: 21253.674
Gen: 59, Best: 6906.8, Mean: 20842.623
Gen: 60, Best: 6906.8, Mean: 21624.049
Gen: 61, Best: 6906.8, Mean: 20896.102
Gen: 62, Best: 6906.8, Mean: 20935.912
Gen: 63, Best: 6906.8, Mean: 20868.62
Gen: 64, Best: 6906.8, Mean: 20577.47
Gen: 65, Best: 6906.8, Mean: 20549.121
Gen: 66, Best: 6906.8, Mean: 20222.313
Gen: 67, Best: 5438.6, Mean: 20314.053
Gen: 68, Best: 5438.6, Mean: 20859.861
Gen: 69, Best: 5438.6, Mean: 20763.738
Gen: 70, Best: 5438.6, Mean: 20734.932
Gen: 71, Best: 5438.6, Mean: 20606.512
Gen: 72, Best: 5438.6, Mean: 20558.508
Gen: 73, Best: 3608.3, Mean: 20691.67
Gen: 74, Best: 3608.3, Mean: 20503.652
Gen: 75, Best: 3608.3, Mean: 20813.95
Gen: 76, Best: 3608.3, Mean: 20510.525
Gen: 77, Best: 3608.3, Mean: 20539.166
Gen: 78, Best: 3608.3, Mean: 20049.627
Gen: 79, Best: 3608.3, Mean: 20216.629
Gen: 80, Best: 3608.3, Mean: 20814.012
Gen: 81, Best: 3608.3, Mean: 20882.047
Gen: 82, Best: 3608.3, Mean: 20697.533
Gen: 83, Best: 3608.3, Mean: 20401.998
Gen: 84, Best: 3608.3, Mean: 20604.896
Gen: 85, Best: 3608.3, Mean: 20479.406
Gen: 86, Best: 3608.3, Mean: 20770.678
Gen: 87, Best: 3608.3, Mean: 20186.762
Gen: 88, Best: 3608.3, Mean: 20585.252
Gen: 89, Best: 3608.3, Mean: 20748.4
Gen: 90, Best: 3608.3, Mean: 21056.398
Gen: 91, Best: 3608.3, Mean: 20341.688
Gen: 92, Best: 3608.3, Mean: 20314.97
Gen: 93, Best: 3608.3, Mean: 20423.076
Gen: 94, Best: 3608.3, Mean: 20083.744
Gen: 95, Best: 3608.3, Mean: 20445.771
Gen: 96, Best: 3608.3, Mean: 20240.02
Gen: 97, Best: 3608.3, Mean: 20224.406
Gen: 98, Best: 3608.3, Mean: 19962.385
Gen: 99, Best: 3608.3, Mean: 20394.979
Gen: 100, Best: 3608.3, Mean: 19889.03
