Gen: 0, Best: 12078, Mean: 22589.793
Gen: 1, Best: 12078, Mean: 22840.484
Gen: 2, Best: 12078, Mean: 22741.555
Gen: 3, Best: 12078, Mean: 22476.33
Gen: 4, Best: 11083.6, Mean: 22864.725
Gen: 5, Best: 11083.6, Mean: 22528.576
Gen: 6, Best: 9321.3, Mean: 22499.57
Gen: 7, Best: 9321.3, Mean: 22403.156
Gen: 8, Best: 9321.3, Mean: 22332.148
Gen: 9, Best: 9321.3, Mean: 22418.475
Gen: 10, Best: 6810.2, Mean: 22587.309
Gen: 11, Best: 6810.2, Mean: 22160.508
Gen: 12, Best: 6810.2, Mean: 22224.473
Gen: 13, Best: 6810.2, Mean: 22564.58
Gen: 14, Best: 6810.2, Mean: 22273.465
Gen: 15, Best: 6810.2, Mean: 22512.742
Gen: 16, Best: 6810.2, Mean: 22725.674
Gen: 17, Best: 6810.2, Mean: 22583.748
Gen: 18, Best: 6810.2, Mean: 21896.264
Gen: 19, Best: 6810.2, Mean: 22686.97
Gen: 20, Best: 6810.2, Mean: 22014.371
Gen: 21, Best: 6810.2, Mean: 21893.588
Gen: 22, Best: 6810.2, Mean: 22142.48
Gen: 23, Best: 6810.2, Mean: 21866.951
Gen: 24, Best: 6810.2, Mean: 21495.129
Gen: 25, Best: 6810.2, Mean: 22027.184
Gen: 26, Best: 6810.2, Mean: 21691.121
Gen: 27, Best: 6810.2, Mean: 21411.648
Gen: 28, Best: 6810.2, Mean: 21402.203
Gen: 29, Best: 6810.2, Mean: 21279.537
Gen: 30, Best: 6810.2, Mean: 21454.297
Gen: 31, Best: 6810.2, Mean: 21374.365
Gen: 32, Best: 6810.2, Mean: 21412.354
Gen: 33, Best: 6810.2, Mean: 21028.01
Gen: 34, Best: 6810.2, Mean: 21710.012
Gen: 35, Best: 6810.2, Mean: 21480.674
Gen: 36, Best: 6810.2, Mean: 21397.002
Gen: 37, Best: 6810.2, Mean: 20946.248
Gen: 38, Best: 6810.2, Mean: 20933.281
Gen: 39, Best: 6810.2, Mean: 20656.664
Gen: 40, Best: 6810.2, Mean: 21231.064
Gen: 41, Best: 6810.2, Mean: 20797.596
Gen: 42, Best: 6810.2, Mean: 20609.393
Gen: 43, Best: 6810.2, Mean: 21044.176
Gen: 44, Best: 6810.2, Mean: 20678.31
Gen: 45, Best: 6486.8, Mean: 20308.84
Gen: 46, Best: 6486.8, Mean: 21040.453
Gen: 47, Best: 6486.8, Mean: 20518.047
Gen: 48, Best: 6486.8, Mean: 20916.357
Gen: 49, Best: 6486.8, Mean: 21018.139
Gen: 50, Best: 6486.8, Mean: 20347.293
Gen: 51, Best: 6486.8, Mean: 20228.06
Gen: 52, Best: 6486.8, Mean: 20479.666
Gen: 53, Best: 6486.8, Mean: 20555.518
Gen: 54, Best: 6486.8, Mean: 20493.19
Gen: 55, Best: 6486.8, Mean: 20387.563
Gen: 56, Best: 6486.8, Mean: 20427.875
Gen: 57, Best: 6486.8, Mean: 20027.44
Gen: 58, Best: 6486.8, Mean: 20317.14
Gen: 59, Best: 6486.8, Mean: 19996.285
Gen: 60, Best: 4923.5, Mean: 20155.193
Gen: 61, Best: 4923.5, Mean: 20075.225
Gen: 62, Best: 4923.5, Mean: 20250.102
Gen: 63, Best: 4923.5, Mean: 20121.152
Gen: 64, Best: 4923.5, Mean: 19920.898
Gen: 65, Best: 4923.5, Mean: 19990.47
Gen: 66, Best: 4923.5, Mean: 19602.494
Gen: 67, Best: 4923.5, Mean: 20468.441
Gen: 68, Best: 4923.5, Mean: 20074.078
Gen: 69, Best: 4923.5, Mean: 20141.88
Gen: 70, Best: 4923.5, Mean: 19683.645
Gen: 71, Best: 4923.5, Mean: 20248.887
Gen: 72, Best: 4923.5, Mean: 19769.275
Gen: 73, Best: 4923.5, Mean: 20466.846
Gen: 74, Best: 4923.5, Mean: 20008.447
Gen: 75, Best: 4923.5, Mean: 19536.059
Gen: 76, Best: 4923.5, Mean: 19985.426
Gen: 77, Best: 4923.5, Mean: 19761.268
Gen: 78, Best: 4923.5, Mean: 19227.545
Gen: 79, Best: 4923.5, Mean: 19152.195
Gen: 80, Best: 4923.5, Mean: 19601.451
Gen: 81, Best: 4923.5, Mean: 20248.307
Gen: 82, Best: 4923.5, Mean: 19754.025
Gen: 83, Best: 4923.5, Mean: 19653.926
Gen: 84, Best: 4923.5, Mean: 19711.965
Gen: 85, Best: 4923.5, Mean: 19052.385
Gen: 86, Best: 4923.5, Mean: 19720.771
Gen: 87, Best: 4923.5, Mean: 19271.22
Gen: 88, Best: 4923.5, Mean: 19241.6
Gen: 89, Best: 4923.5, Mean: 19942.705
Gen: 90, Best: 4923.5, Mean: 19557.402
Gen: 91, Best: 4923.5, Mean: 19563.068
Gen: 92, Best: 4923.5, Mean: 19497.584
Gen: 93, Best: 4923.5, Mean: 19165.703
Gen: 94, Best: 4923.5, Mean: 19452.22
Gen: 95, Best: 4923.5, Mean: 19430.193
Gen: 96, Best: 4923.5, Mean: 20020.385
Gen: 97, Best: 4923.5, Mean: 19633.06
Gen: 98, Best: 4923.5, Mean: 19683.521
Gen: 99, Best: 4923.5, Mean: 19150.21
Gen: 100, Best: 4923.5, Mean: 18876.244
