Gen: 0, Best: 262.9, Mean: 1971.8954
Gen: 1, Best: 126.7, Mean: 1936.9187
Gen: 2, Best: 53.2, Mean: 1903.276
Gen: 3, Best: 53.2, Mean: 1724.6716
Gen: 4, Best: 53.2, Mean: 1741.2437
Gen: 5, Best: 53.2, Mean: 1826.6765
Gen: 6, Best: 53.2, Mean: 1858.4226
Gen: 7, Best: 53.2, Mean: 1794.7352
Gen: 8, Best: 53.2, Mean: 1923.0847
Gen: 9, Best: 53.2, Mean: 1775.4927
Gen: 10, Best: 53.2, Mean: 1635.7716
Gen: 11, Best: 53.2, Mean: 1893.1089
Gen: 12, Best: 53.2, Mean: 1711.4519
Gen: 13, Best: 53.2, Mean: 1688.409
Gen: 14, Best: 53.2, Mean: 1731.7898
Gen: 15, Best: 53.2, Mean: 1590.0442
Gen: 16, Best: 53.2, Mean: 1657.1482
Gen: 17, Best: 53.2, Mean: 1693.4812
Gen: 18, Best: 53.2, Mean: 1636.8942
Gen: 19, Best: 46.1, Mean: 1664.1073
Gen: 20, Best: 39.2, Mean: 1575.3977
Gen: 21, Best: 39.2, Mean: 1623.1041
Gen: 22, Best: 39.2, Mean: 1599.5854
Gen: 23, Best: 39.2, Mean: 1508.6868
Gen: 24, Best: 39.2, Mean: 1558.3243
Gen: 25, Best: 39.2, Mean: 1564.5854
Gen: 26, Best: 39.2, Mean: 1474.6471
Gen: 27, Best: 39.2, Mean: 1345.372
Gen: 28, Best: 39.2, Mean: 1460.1345
Gen: 29, Best: 36.7, Mean: 1297.7621
Gen: 30, Best: 36.7, Mean: 1417.5149
Gen: 31, Best: 36.7, Mean: 1402.9136
Gen: 32, Best: 36.7, Mean: 1331.0665
Gen: 33, Best: 31.6, Mean: 1261.7567
Gen: 34, Best: 30.4, Mean: 1216.386
Gen: 35, Best: 30.4, Mean: 1188.5503
Gen: 36, Best: 30.4, Mean: 1162.1254
Gen: 37, Best: 28.5, Mean: 1309.3512
Gen: 38, Best: 28.5, Mean: 1137.772
Gen: 39, Best: 25.3, Mean: 1180.753
Gen: 40, Best: 25.3, Mean: 1062.9797
Gen: 41, Best: 25.3, Mean: 1060.8687
Gen: 42, Best: 25.3, Mean: 1087.1846
Gen: 43, Best: 24.1, Mean: 1027.1897
Gen: 44, Best: 24.1, Mean: 1043.5042
Gen: 45, Best: 24.1, Mean: 1008.94745
Gen: 46, Best: 24.1, Mean: 915.956
Gen: 47, Best: 24, Mean: 984.8801
Gen: 48, Best: 24, Mean: 1054.794
Gen: 49, Best: 24, Mean: 957.2263
Gen: 50, Best: 21.5, Mean: 907.77155
Gen: 51, Best: 20.6, Mean: 898.8711
Gen: 52, Best: 20.6, Mean: 1005.35065
Gen: 53, Best: 20.6, Mean: 970.787
Gen: 54, Best: 20.6, Mean: 1021.1673
Gen: 55, Best: 20.6, Mean: 857.6167
Gen: 56, Best: 20.6, Mean: 905.0429
Gen: 57, Best: 20.6, Mean: 900.4568
Gen: 58, Best: 20.6, Mean: 807.653
Gen: 59, Best: 20.6, Mean: 841.4214
Gen: 60, Best: 20.6, Mean: 881.6333
Gen: 61, Best: 20.6, Mean: 873.51135
Gen: 62, Best: 20.6, Mean: 881.23816
Gen: 63, Best: 20.6, Mean: 734.538
Gen: 64, Best: 20.6, Mean: 800.5555
Gen: 65, Best: 20.6, Mean: 794.9367
Gen: 66, Best: 20.6, Mean: 865.95166
Gen: 67, Best: 20.4, Mean: 780.47253
Gen: 68, Best: 20.4, Mean: 812.3437
Gen: 69, Best: 20.4, Mean: 784.6907
Gen: 70, Best: 20.4, Mean: 707.51855
Gen: 71, Best: 20.4, Mean: 812.8148
Gen: 72, Best: 20.4, Mean: 745.95416
Gen: 73, Best: 20.4, Mean: 801.3623
Gen: 74, Best: 20.4, Mean: 753.0196
Gen: 75, Best: 20.4, Mean: 768.9543
Gen: 76, Best: 20.4, Mean: 845.82367
Gen: 77, Best: 20.4, Mean: 770.38696
Gen: 78, Best: 20.4, Mean: 817.62134
Gen: 79, Best: 20.4, Mean: 819.7235
Gen: 80, Best: 20.4, Mean: 815.51
Gen: 81, Best: 20.4, Mean: 875.5577
Gen: 82, Best: 20.4, Mean: 795.3467
Gen: 83, Best: 20.4, Mean: 734.7599
Gen: 84, Best: 20.4, Mean: 745.62036
Gen: 85, Best: 20.4, Mean: 719.1075
Gen: 86, Best: 20.4, Mean: 752.7173
Gen: 87, Best: 20.4, Mean: 691.2772
Gen: 88, Best: 20.4, Mean: 707.1406
Gen: 89, Best: 20.4, Mean: 647.137
Gen: 90, Best: 20.4, Mean: 582.03687
Gen: 91, Best: 20.4, Mean: 584.4863
Gen: 92, Best: 20.4, Mean: 627.4579
Gen: 93, Best: 20.4, Mean: 504.82358
Gen: 94, Best: 20.4, Mean: 623.34814
Gen: 95, Best: 20.4, Mean: 570.1076
Gen: 96, Best: 20.4, Mean: 621.7176
Gen: 97, Best: 20.4, Mean: 549.7129
Gen: 98, Best: 20.4, Mean: 566.30493
Gen: 99, Best: 20.4, Mean: 625.8068
Gen: 100, Best: 20.4, Mean: 551.1051
