Gen: 0, Best: 35, Mean: 629.732
Gen: 1, Best: 26.4, Mean: 607.35925
Gen: 2, Best: 26.4, Mean: 629.7936
Gen: 3, Best: 26.4, Mean: 600.80194
Gen: 4, Best: 26.4, Mean: 538.30145
Gen: 5, Best: 20.8, Mean: 577.97656
Gen: 6, Best: 20.8, Mean: 572.56665
Gen: 7, Best: 19.6, Mean: 527.5536
Gen: 8, Best: 19.6, Mean: 487.40244
Gen: 9, Best: 19.6, Mean: 460.99976
Gen: 10, Best: 19.6, Mean: 462.98312
Gen: 11, Best: 19.6, Mean: 471.21353
Gen: 12, Best: 17.1, Mean: 462.11133
Gen: 13, Best: 17.1, Mean: 490.39398
Gen: 14, Best: 17.1, Mean: 387.9815
Gen: 15, Best: 17.1, Mean: 379.12943
Gen: 16, Best: 17.1, Mean: 351.93182
Gen: 17, Best: 16.6, Mean: 295.43927
Gen: 18, Best: 16.6, Mean: 289.82382
Gen: 19, Best: 16.6, Mean: 246.98315
Gen: 20, Best: 16.6, Mean: 335.73633
Gen: 21, Best: 16.2, Mean: 269.9642
Gen: 22, Best: 16.2, Mean: 234.25468
Gen: 23, Best: 16.2, Mean: 237.28067
Gen: 24, Best: 16.2, Mean: 219.39409
Gen: 25, Best: 16.2, Mean: 203.00946
Gen: 26, Best: 16.2, Mean: 240.77765
Gen: 27, Best: 16.2, Mean: 242.8687
Gen: 28, Best: 16.2, Mean: 215.04526
Gen: 29, Best: 16.2, Mean: 229.64482
Gen: 30, Best: 16.2, Mean: 222.00603
Gen: 31, Best: 15.5, Mean: 206.12181
Gen: 32, Best: 15.5, Mean: 216.51733
Gen: 33, Best: 15, Mean: 221.68109
Gen: 34, Best: 15, Mean: 193.411
Gen: 35, Best: 14.4, Mean: 225.06421
Gen: 36, Best: 14.4, Mean: 192.95824
Gen: 37, Best: 14.4, Mean: 214.07664
Gen: 38, Best: 14.4, Mean: 190.55673
Gen: 39, Best: 14.4, Mean: 226.31831
Gen: 40, Best: 14.4, Mean: 204.7882
Gen: 41, Best: 14.4, Mean: 199.53934
Gen: 42, Best: 14.4, Mean: 161.61295
Gen: 43, Best: 14.4, Mean: 180.54129
Gen: 44, Best: 14.4, Mean: 148.44675
Gen: 45, Best: 14.4, Mean: 184.47508
Gen: 46, Best: 14.4, Mean: 165.29297
Gen: 47, Best: 14.4, Mean: 160.65927
Gen: 48, Best: 14.4, Mean: 146.56264
Gen: 49, Best: 14, Mean: 163.9264
Gen: 50, Best: 14, Mean: 150.14676
Gen: 51, Best: 14, Mean: 160.57712
Gen: 52, Best: 13.4, Mean: 116.45669
Gen: 53, Best: 13.4, Mean: 120.13132
Gen: 54, Best: 13.4, Mean: 150.68158
Gen: 55, Best: 13.4, Mean: 156.99402
Gen: 56, Best: 13.4, Mean: 133.70346
Gen: 57, Best: 13.4, Mean: 147.87753
Gen: 58, Best: 13.4, Mean: 140.64928
Gen: 59, Best: 13.4, Mean: 147.58858
Gen: 60, Best: 13.4, Mean: 157.68208
Gen: 61, Best: 13.3, Mean: 151.16568
Gen: 62, Best: 13.3, Mean: 121.7587
Gen: 63, Best: 13.3, Mean: 122.520874
Gen: 64, Best: 13.3, Mean: 141.63979
Gen: 65, Best: 13.3, Mean: 113.00846
Gen: 66, Best: 13.3, Mean: 146.56612
Gen: 67, Best: 13.3, Mean: 141.5756
Gen: 68, Best: 13.3, Mean: 136.6572
Gen: 69, Best: 13.3, Mean: 138.55171
Gen: 70, Best: 13.3, Mean: 145.88367
Gen: 71, Best: 13.3, Mean: 132.2975
Gen: 72, Best: 13.3, Mean: 122.22991
Gen: 73, Best: 13.3, Mean: 116.223404
Gen: 74, Best: 13.3, Mean: 122.84274
Gen: 75, Best: 13.3, Mean: 156.291
Gen: 76, Best: 13.3, Mean: 137.42235
Gen: 77, Best: 13.3, Mean: 108.40746
Gen: 78, Best: 13.3, Mean: 138.01495
Gen: 79, Best: 12.7, Mean: 140.29202
Gen: 80, Best: 12.7, Mean: 127.03381
Gen: 81, Best: 12.7, Mean: 140.9144
Gen: 82, Best: 12.7, Mean: 129.44478
Gen: 83, Best: 12.7, Mean: 131.71994
Gen: 84, Best: 12.7, Mean: 137.93283
Gen: 85, Best: 12.7, Mean: 117.737335
Gen: 86, Best: 12.7, Mean: 145.20154
Gen: 87, Best: 12.7, Mean: 152.93886
Gen: 88, Best: 12.7, Mean: 132.17963
Gen: 89, Best: 12.7, Mean: 144.72887
Gen: 90, Best: 12.7, Mean: 125.49704
Gen: 91, Best: 12.7, Mean: 150.95076
Gen: 92, Best: 12.7, Mean: 114.11542
Gen: 93, Best: 12.7, Mean: 143.36815
Gen: 94, Best: 12.7, Mean: 103.09109
Gen: 95, Best: 12.7, Mean: 126.42141
Gen: 96, Best: 12.7, Mean: 137.1507
Gen: 97, Best: 12.7, Mean: 150.00049
Gen: 98, Best: 12.7, Mean: 124.80053
Gen: 99, Best: 12.7, Mean: 126.607445
Gen: 100, Best: 12.7, Mean: 122.14478
