Gen: 0, Best: 3192.6, Mean: 10582.989
Gen: 1, Best: 2902.9, Mean: 11010.031
Gen: 2, Best: 2902.9, Mean: 11380.489
Gen: 3, Best: 2902.9, Mean: 10335.033
Gen: 4, Best: 2647.8, Mean: 11086.58
Gen: 5, Best: 2647.8, Mean: 11301.978
Gen: 6, Best: 2647.8, Mean: 10869.256
Gen: 7, Best: 2647.8, Mean: 10898.533
Gen: 8, Best: 2647.8, Mean: 10388.117
Gen: 9, Best: 2647.8, Mean: 10599.8545
Gen: 10, Best: 1188.8, Mean: 10558.004
Gen: 11, Best: 1188.8, Mean: 10502.682
Gen: 12, Best: 1188.8, Mean: 11351.015
Gen: 13, Best: 1188.8, Mean: 10026.942
Gen: 14, Best: 1188.8, Mean: 10401.336
Gen: 15, Best: 1124.6, Mean: 10368.559
Gen: 16, Best: 1124.6, Mean: 10371.808
Gen: 17, Best: 1124.6, Mean: 10190.537
Gen: 18, Best: 1124.6, Mean: 10059.044
Gen: 19, Best: 1124.6, Mean: 10426.868
Gen: 20, Best: 1124.6, Mean: 10085.043
Gen: 21, Best: 214.4, Mean: 9923.646
Gen: 22, Best: 214.4, Mean: 9768.603
Gen: 23, Best: 214.4, Mean: 9654.956
Gen: 24, Best: 214.4, Mean: 9926.734
Gen: 25, Best: 214.4, Mean: 10053.802
Gen: 26, Best: 214.4, Mean: 9707.469
Gen: 27, Best: 214.4, Mean: 9699.159
Gen: 28, Best: 214.4, Mean: 10353.248
Gen: 29, Best: 214.4, Mean: 9648.029
Gen: 30, Best: 214.4, Mean: 9580.039
Gen: 31, Best: 214.4, Mean: 9381.346
Gen: 32, Best: 214.4, Mean: 9457.697
Gen: 33, Best: 214.4, Mean: 9576.08
Gen: 34, Best: 214.4, Mean: 9908.074
Gen: 35, Best: 214.4, Mean: 9918.787
Gen: 36, Best: 214.4, Mean: 9758.533
Gen: 37, Best: 214.4, Mean: 9058.727
Gen: 38, Best: 214.4, Mean: 9254.751
Gen: 39, Best: 214.4, Mean: 9476.801
Gen: 40, Best: 214.4, Mean: 9810.479
Gen: 41, Best: 214.4, Mean: 9012.893
Gen: 42, Best: 214.4, Mean: 9713.761
Gen: 43, Best: 214.4, Mean: 9309.02
Gen: 44, Best: 214.4, Mean: 9403.742
Gen: 45, Best: 214.4, Mean: 9627.736
Gen: 46, Best: 214.4, Mean: 9773.659
Gen: 47, Best: 214.4, Mean: 8987.695
Gen: 48, Best: 214.4, Mean: 9434.128
Gen: 49, Best: 214.4, Mean: 9623.394
Gen: 50, Best: 214.4, Mean: 9347.691
Gen: 51, Best: 214.4, Mean: 8932.691
Gen: 52, Best: 214.4, Mean: 9501.566
Gen: 53, Best: 214.4, Mean: 9656.024
Gen: 54, Best: 214.4, Mean: 9475.409
Gen: 55, Best: 214.4, Mean: 9105.911
Gen: 56, Best: 214.4, Mean: 9373.699
Gen: 57, Best: 214.4, Mean: 9571.753
Gen: 58, Best: 214.4, Mean: 9184.733
Gen: 59, Best: 214.4, Mean: 8893.485
Gen: 60, Best: 214.4, Mean: 8805.77
Gen: 61, Best: 214.4, Mean: 8597.229
Gen: 62, Best: 214.4, Mean: 9018.034
Gen: 63, Best: 214.4, Mean: 9360.64
Gen: 64, Best: 214.4, Mean: 9052.715
Gen: 65, Best: 214.4, Mean: 8925.467
Gen: 66, Best: 214.4, Mean: 8922.988
Gen: 67, Best: 214.4, Mean: 8678.013
Gen: 68, Best: 214.4, Mean: 8904.939
Gen: 69, Best: 214.4, Mean: 8734.526
Gen: 70, Best: 214.4, Mean: 8355.09
Gen: 71, Best: 214.4, Mean: 8773.052
Gen: 72, Best: 214.4, Mean: 8809.047
Gen: 73, Best: 214.4, Mean: 8560.357
Gen: 74, Best: 214.4, Mean: 8634.56
Gen: 75, Best: 214.4, Mean: 8601.747
Gen: 76, Best: 214.4, Mean: 8313.134
Gen: 77, Best: 214.4, Mean: 8446.685
Gen: 78, Best: 214.4, Mean: 8698.285
Gen: 79, Best: 214.4, Mean: 8220.135
Gen: 80, Best: 214.4, Mean: 8391.325
Gen: 81, Best: 214.4, Mean: 8383.752
Gen: 82, Best: 214.4, Mean: 8395.29
Gen: 83, Best: 214.4, Mean: 8734.1
Gen: 84, Best: 214.4, Mean: 8370.752
Gen: 85, Best: 214.4, Mean: 8166.479
Gen: 86, Best: 214.4, Mean: 8402.441
Gen: 87, Best: 214.4, Mean: 8347.044
Gen: 88, Best: 214.4, Mean: 8111.0454
Gen: 89, Best: 214.4, Mean: 8550.503
Gen: 90, Best: 214.4, Mean: 8126.616
Gen: 91, Best: 214.4, Mean: 8257.889
Gen: 92, Best: 214.4, Mean: 8257.409
Gen: 93, Best: 214.4, Mean: 7852.444
Gen: 94, Best: 214.4, Mean: 8161.4585
Gen: 95, Best: 214.4, Mean: 8027.5503
Gen: 96, Best: 214.4, Mean: 8012.669
Gen: 97, Best: 214.4, Mean: 8292.16
Gen: 98, Best: 214.4, Mean: 8324.545
Gen: 99, Best: 214.4, Mean: 8394.324
Gen: 100, Best: 214.4, Mean: 8200.013
