Gen: 0, Best: 727.8, Mean: 2837.4626
Gen: 1, Best: 727.8, Mean: 2944.4592
Gen: 2, Best: 256, Mean: 2743.5002
Gen: 3, Best: 256, Mean: 2761.7637
Gen: 4, Best: 256, Mean: 2777.5625
Gen: 5, Best: 256, Mean: 2718.265
Gen: 6, Best: 46.9, Mean: 2661.2512
Gen: 7, Best: 46.9, Mean: 2626.8477
Gen: 8, Best: 46.9, Mean: 2680.869
Gen: 9, Best: 46.9, Mean: 2559.8457
Gen: 10, Best: 46.9, Mean: 2444.3145
Gen: 11, Best: 41.4, Mean: 2380.835
Gen: 12, Best: 41.4, Mean: 2335.4968
Gen: 13, Best: 41.4, Mean: 2226.447
Gen: 14, Best: 41.4, Mean: 2096.894
Gen: 15, Best: 41.4, Mean: 2142.1792
Gen: 16, Best: 41.4, Mean: 2189.0059
Gen: 17, Best: 41.4, Mean: 2003.133
Gen: 18, Best: 41.4, Mean: 1993.2192
Gen: 19, Best: 41.4, Mean: 1913.5087
Gen: 20, Best: 41.4, Mean: 1668.5771
Gen: 21, Best: 41.4, Mean: 1750.6229
Gen: 22, Best: 41.4, Mean: 1736.1398
Gen: 23, Best: 39.5, Mean: 1716.8563
Gen: 24, Best: 39.5, Mean: 1646.8608
Gen: 25, Best: 39.5, Mean: 1561.3954
Gen: 26, Best: 39.5, Mean: 1648.0326
Gen: 27, Best: 39.2, Mean: 1572.5172
Gen: 28, Best: 39.2, Mean: 1611.7529
Gen: 29, Best: 39.2, Mean: 1570.6132
Gen: 30, Best: 39.2, Mean: 1626.708
Gen: 31, Best: 39.2, Mean: 1538.9926
Gen: 32, Best: 39.2, Mean: 1517.9784
Gen: 33, Best: 39.2, Mean: 1392.597
Gen: 34, Best: 39.2, Mean: 1373.1609
Gen: 35, Best: 37.9, Mean: 1421.2621
Gen: 36, Best: 33.5, Mean: 1413.4438
Gen: 37, Best: 33.5, Mean: 1283.3556
Gen: 38, Best: 33.5, Mean: 1305.2317
Gen: 39, Best: 32.9, Mean: 1275.1018
Gen: 40, Best: 32.9, Mean: 1304.6261
Gen: 41, Best: 32.9, Mean: 1268.0675
Gen: 42, Best: 32.9, Mean: 1337.7755
Gen: 43, Best: 32.9, Mean: 1330.0388
Gen: 44, Best: 32.9, Mean: 1238.3274
Gen: 45, Best: 32.9, Mean: 1191.2257
Gen: 46, Best: 32.9, Mean: 1243.8877
Gen: 47, Best: 32.7, Mean: 1191.0522
Gen: 48, Best: 32.7, Mean: 1234.1902
Gen: 49, Best: 32.7, Mean: 1133.036
Gen: 50, Best: 32.7, Mean: 1167.2755
Gen: 51, Best: 32.7, Mean: 1203.0917
Gen: 52, Best: 32.7, Mean: 1117.7527
Gen: 53, Best: 32.7, Mean: 1116.5688
Gen: 54, Best: 32.7, Mean: 1152.0999
Gen: 55, Best: 32.7, Mean: 1144.001
Gen: 56, Best: 32.7, Mean: 1060.1754
Gen: 57, Best: 32.7, Mean: 1144.0586
Gen: 58, Best: 32.7, Mean: 1077.2177
Gen: 59, Best: 30.9, Mean: 1004.088
Gen: 60, Best: 30.9, Mean: 1164.8894
Gen: 61, Best: 30.9, Mean: 1025.1863
Gen: 62, Best: 30.9, Mean: 1109.2845
Gen: 63, Best: 30.9, Mean: 974.6413
Gen: 64, Best: 30.9, Mean: 1021.4471
Gen: 65, Best: 30.9, Mean: 980.3151
Gen: 66, Best: 30.9, Mean: 1004.5071
Gen: 67, Best: 30.9, Mean: 1023.4222
Gen: 68, Best: 30.9, Mean: 1108.9099
Gen: 69, Best: 30.9, Mean: 927.6695
Gen: 70, Best: 30.9, Mean: 946.9741
Gen: 71, Best: 30.9, Mean: 1034.9258
Gen: 72, Best: 30.9, Mean: 991.6026
Gen: 73, Best: 30.9, Mean: 1047.3473
Gen: 74, Best: 30.9, Mean: 990.92847
Gen: 75, Best: 30.9, Mean: 1067.7638
Gen: 76, Best: 30.9, Mean: 1012.62195
Gen: 77, Best: 30.9, Mean: 1031.539
Gen: 78, Best: 30.9, Mean: 918.39
Gen: 79, Best: 30.9, Mean: 1015.93555
Gen: 80, Best: 30.9, Mean: 982.8253
Gen: 81, Best: 30.9, Mean: 965.95715
Gen: 82, Best: 30.9, Mean: 939.21344
Gen: 83, Best: 30.9, Mean: 898.68695
Gen: 84, Best: 30.9, Mean: 937.40405
Gen: 85, Best: 30.9, Mean: 916.3396
Gen: 86, Best: 30.9, Mean: 974.11053
Gen: 87, Best: 30.6, Mean: 943.06757
Gen: 88, Best: 30.6, Mean: 998.41766
Gen: 89, Best: 30.6, Mean: 829.6904
Gen: 90, Best: 30.6, Mean: 942.152
Gen: 91, Best: 30.6, Mean: 982.40826
Gen: 92, Best: 30.6, Mean: 824.2593
Gen: 93, Best: 30.6, Mean: 942.71277
Gen: 94, Best: 30.6, Mean: 865.6734
Gen: 95, Best: 30.6, Mean: 899.977
Gen: 96, Best: 30.6, Mean: 1016.8469
Gen: 97, Best: 30.6, Mean: 933.577
Gen: 98, Best: 30.6, Mean: 903.7275
Gen: 99, Best: 30.6, Mean: 934.6134
Gen: 100, Best: 30.6, Mean: 931.598
